step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_utilization,reward_slo,reward_latency_objective,reward_latency_failure,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,cluster_full_free_gpu_count,cluster_full_free_gpu_ratio,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,job_completion_time_ms,job_slowdown,latency_objective,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
149,149,openb-pod-7110,18,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.7468980343980345,26.0,0.1625,0.3068879544734955,0.30498528480529785,0.3247905969619751,0.0,600000.0,1.0,1.0,12727637.0,118930.0,118280.0,118930.0,0.7433125,0.25668749999999996,0.73925,0.26075000000000004
150,150,openb-pod-7111,18,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.7470004095004096,25.0,0.15625,0.30624112486839294,0.30465009808540344,0.32316598296165466,0.0,600000.0,1.0,1.0,12727643.0,119740.0,118930.0,119740.0,0.748375,0.251625,0.7433125,0.25668749999999996
151,151,openb-pod-7112,18,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.010851760851760872,0.895986895986896,0.8851351351351351,0.7912571662571664,24.0,0.15,0.3057604432106018,0.3043462038040161,0.323044091463089,0.0,600000.0,1.0,1.0,12727699.0,120550.0,119740.0,120550.0,0.7534375,0.24656250000000002,0.748375,0.251625
152,152,openb-pod-7113,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.7916359541359542,23.0,0.14375,0.3021659851074219,0.3029595911502838,0.31179457902908325,0.0,600000.0,1.0,1.0,12727716.0,121360.0,120550.0,121360.0,0.7585,0.24150000000000005,0.7534375,0.24656250000000002
153,153,openb-pod-7114,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.7916359541359542,22.0,0.1375,0.289781391620636,0.2923423945903778,0.3036268949508667,0.0,600000.0,1.0,1.0,12727744.0,122010.0,121360.0,122010.0,0.7625625,0.23743749999999997,0.7585,0.24150000000000005
154,154,openb-pod-7115,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.7916359541359542,21.0,0.13125,0.2794707715511322,0.283737450838089,0.2962935268878937,0.0,600000.0,1.0,1.0,12727818.0,122660.0,122010.0,122660.0,0.766625,0.233375,0.7625625,0.23743749999999997
155,155,openb-pod-7119,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.7916359541359542,20.0,0.125,0.2714705765247345,0.2773319184780121,0.2898578643798828,0.0,600000.0,1.0,1.0,12727861.0,123310.0,122660.0,123310.0,0.7706875,0.22931250000000003,0.766625,0.233375
156,156,openb-pod-7120,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.7916973791973793,19.0,0.11875,0.26976698637008667,0.2767244577407837,0.2831862270832062,0.0,600000.0,1.0,1.0,12728219.0,124120.0,123310.0,124120.0,0.77575,0.22424999999999995,0.7706875,0.22931250000000003
157,157,openb-pod-7121,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.7916973791973793,18.0,0.1125,0.26824361085891724,0.2761504650115967,0.2781100571155548,0.0,600000.0,1.0,1.0,12728547.0,124930.0,124120.0,124930.0,0.7808125,0.21918749999999998,0.77575,0.22424999999999995
158,158,openb-pod-7122,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.7917997542997544,17.0,0.10625,0.264142781496048,0.2740333676338196,0.2741732597351074,0.0,600000.0,1.0,1.0,12728796.0,125930.0,124930.0,125930.0,0.7870625,0.2129375,0.7808125,0.21918749999999998
159,159,openb-pod-7123,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.010851760851760872,0.895986895986896,0.8851351351351351,0.8360565110565112,16.0,0.1,0.26352250576019287,0.2736435532569885,0.2729431688785553,0.0,600000.0,1.0,1.0,12728810.0,126740.0,125930.0,126740.0,0.792125,0.20787500000000003,0.7870625,0.2129375
160,160,openb-pod-7124,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.8364352989352991,15.0,0.09375,0.2602273225784302,0.27283748984336853,0.2587753236293793,0.0,600000.0,1.0,1.0,12728811.0,127550.0,126740.0,127550.0,0.7971875,0.20281249999999995,0.792125,0.20787500000000003
161,161,openb-pod-7125,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.8364352989352991,14.0,0.0875,0.24900704622268677,0.2660463750362396,0.24291487038135529,0.0,600000.0,1.0,1.0,12728887.0,128550.0,127550.0,128550.0,0.8034375,0.19656249999999997,0.7971875,0.20281249999999995
162,162,openb-pod-7126,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.8364352989352991,13.0,0.08125,0.24605444073677063,0.2653059959411621,0.23162592947483063,0.0,600000.0,1.0,1.0,12729473.0,129360.0,128550.0,129360.0,0.8085,0.1915,0.8034375,0.19656249999999997
163,163,openb-pod-7127,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.8364352989352991,12.0,0.075,0.23567023873329163,0.25936245918273926,0.21995510160923004,0.0,600000.0,1.0,1.0,12729554.0,130360.0,129360.0,130360.0,0.81475,0.18525000000000003,0.8085,0.1915
164,164,openb-pod-7128,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.8364967239967239,11.0,0.06875,0.2294374406337738,0.25579389929771423,0.2154436707496643,0.0,600000.0,1.0,1.0,12729585.0,130830.0,130360.0,130830.0,0.8176875,0.1823125,0.81475,0.18525000000000003
165,165,openb-pod-7129,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.8364967239967239,10.0,0.0625,0.22715912759304047,0.2551640570163727,0.2107471227645874,0.0,600000.0,1.0,1.0,12729924.0,131420.0,130830.0,131420.0,0.821375,0.17862500000000003,0.8176875,0.1823125
166,166,openb-pod-7130,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.836599099099099,9.0,0.05625,0.2172766476869583,0.251796156167984,0.20543090999126434,0.0,600000.0,1.0,1.0,12731230.0,132420.0,131420.0,132420.0,0.827625,0.17237499999999994,0.821375,0.17862500000000003
167,167,openb-pod-7131,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.8746212121212121,8.0,0.05,0.21187062561511993,0.2493269145488739,0.20365101099014282,0.0,600000.0,1.0,1.0,12731256.0,133420.0,132420.0,133420.0,0.833875,0.16612499999999997,0.827625,0.17237499999999994
168,168,openb-pod-7135,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.875,7.0,0.04375,0.18057768046855927,0.23518218100070953,0.17830446362495422,0.0,600000.0,1.0,1.0,12734639.0,134420.0,133420.0,134420.0,0.840125,0.159875,0.833875,0.16612499999999997
169,169,openb-pod-7137,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.875,5.0,0.03125,0.14847755432128906,0.21592241525650024,0.12993501126766205,0.0,600000.0,1.0,1.0,12736585.0,136420.0,134420.0,136420.0,0.852625,0.14737500000000003,0.840125,0.159875
170,170,openb-pod-7138,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.875,4.0,0.025,0.14576667547225952,0.21538667380809784,0.11670038104057312,0.0,600000.0,1.0,1.0,12736950.0,137010.0,136420.0,137010.0,0.8563125,0.14368749999999997,0.852625,0.14737500000000003
171,171,openb-pod-7139,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.8750614250614251,3.0,0.01875,0.13303835690021515,0.20994463562965393,0.09626336395740509,0.0,600000.0,1.0,1.0,12737285.0,138010.0,137010.0,138010.0,0.8625625,0.1374375,0.8563125,0.14368749999999997
172,172,openb-pod-7140,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.8750614250614251,2.0,0.0125,0.13153350353240967,0.2095375657081604,0.08263993263244629,0.0,600000.0,1.0,1.0,12737287.0,138820.0,138010.0,138820.0,0.867625,0.13237500000000002,0.8625625,0.1374375
173,173,openb-pod-7141,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.7712940212940214,0.8863636363636364,0.115069615069615,0.880814905814906,2.0,0.0125,0.12890440225601196,0.2068236619234085,0.08249004930257797,0.0,600000.0,1.0,1.0,12738367.0,139300.0,138820.0,139300.0,0.870625,0.12937500000000002,0.867625,0.13237500000000002
174,174,openb-pod-7142,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.8809172809172807,1.0,0.00625,0.12429409474134445,0.20155426859855652,0.07142467051744461,0.0,600000.0,1.0,1.0,12738518.0,140300.0,139300.0,140300.0,0.876875,0.12312500000000004,0.870625,0.12937500000000002
175,175,openb-pod-7143,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.9246928746928745,0.0,0.0,0.1246873289346695,0.2013387382030487,0.06923067569732666,0.0,600000.0,1.0,1.0,12739533.0,140890.0,140300.0,140890.0,0.8805625,0.11943749999999997,0.876875,0.12312500000000004
176,176,openb-pod-7149,0,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9294840294840295,0.0,0.0,0.12215398252010345,0.19866937398910522,0.07018999755382538,0.0,600000.0,1.0,1.0,12745598.0,147390.0,140890.0,141210.0,0.8825625,0.11743749999999997,0.8805625,0.11943749999999997
177,177,openb-pod-7198,6,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9342751842751842,0.0,0.0,0.12243448942899704,0.19955764710903168,0.07104495912790298,0.0,600000.0,1.0,1.0,12762468.0,202180.0,141210.0,141530.0,0.8845625,0.11543749999999997,0.8825625,0.11743749999999997
178,178,openb-pod-7216,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9342751842751842,0.0,0.0,0.12259875982999802,0.19947823882102966,0.07127507030963898,0.0,600000.0,1.0,1.0,12765714.0,214620.0,141530.0,141850.0,0.8865625,0.11343749999999997,0.8845625,0.11543749999999997
179,179,openb-pod-7254,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9390663390663387,0.0,0.0,0.12348863482475281,0.19869884848594666,0.07209411263465881,0.0,600000.0,1.0,1.0,12770272.0,241960.0,141850.0,142080.0,0.888,0.11199999999999999,0.8865625,0.11343749999999997
180,180,openb-pod-7256,15,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.7712940212940214,0.7712940212940214,0.0,0.9390663390663387,0.0,0.0,0.126212939620018,0.20162686705589294,0.07139020413160324,0.0,600000.0,1.0,1.0,12770958.0,243280.0,142080.0,142400.0,0.89,0.10999999999999999,0.888,0.11199999999999999
181,181,openb-pod-7258,17,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.9390663390663387,0.0,0.0,0.12904053926467896,0.20387929677963257,0.07044544816017151,0.0,600000.0,1.0,1.0,12771007.0,244250.0,142400.0,142720.0,0.892,0.10799999999999998,0.89,0.10999999999999999
182,182,openb-pod-7259,13,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.9390663390663387,0.0,0.0,0.1291782408952713,0.20381398499011993,0.06932216137647629,0.0,600000.0,1.0,1.0,12771120.0,244570.0,142720.0,143040.0,0.894,0.10599999999999998,0.892,0.10799999999999998
183,183,openb-pod-7261,13,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.9821867321867321,0.08619983619983618,0.9433763308763308,0.0,0.0,0.13135039806365967,0.20473402738571167,0.0691852867603302,0.0,600000.0,1.0,1.0,12771747.0,245800.0,143040.0,143270.0,0.8954375,0.1045625,0.894,0.10599999999999998
184,184,openb-pod-7263,14,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9433763308763308,0.0,0.0,0.1267608404159546,0.201364204287529,0.06818001717329025,0.0,600000.0,1.0,1.0,12771767.0,246840.0,143270.0,143500.0,0.896875,0.10312500000000002,0.8954375,0.1045625
185,185,openb-pod-7271,14,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9481674856674853,0.0,0.0,0.12539298832416534,0.20019462704658508,0.06772750616073608,0.0,600000.0,1.0,1.0,12773011.0,253740.0,143500.0,143820.0,0.898875,0.10112500000000002,0.896875,0.10312500000000002
186,186,openb-pod-7295,18,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.9481674856674853,0.0,0.0,0.12240010499954224,0.19832955300807953,0.06513458490371704,0.0,600000.0,1.0,1.0,12775753.0,268550.0,143820.0,144140.0,0.900875,0.09912500000000002,0.898875,0.10112500000000002
187,187,openb-pod-7328,18,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.9821867321867321,0.08619983619983618,0.9524774774774774,0.0,0.0,0.1200212687253952,0.1968105137348175,0.06394366174936295,0.0,600000.0,1.0,1.0,12779765.0,293690.0,144140.0,144370.0,0.9023125,0.09768750000000004,0.900875,0.09912500000000002
188,188,openb-pod-7332,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.9524774774774774,0.0,0.0,0.11719649285078049,0.19491413235664368,0.0604197159409523,0.0,600000.0,1.0,1.0,12780688.0,296120.0,144370.0,144690.0,0.9043125,0.09568750000000004,0.9023125,0.09768750000000004
189,189,openb-pod-7338,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.9524774774774774,0.0,0.0,0.11502115428447723,0.1933693289756775,0.058002520352602005,0.0,600000.0,1.0,1.0,12781275.0,301060.0,144690.0,145010.0,0.9063125,0.09368750000000003,0.9043125,0.09568750000000004
190,190,openb-pod-7392,19,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.9821867321867321,0.08619983619983618,0.9567874692874693,0.0,0.0,0.11353256553411484,0.1917293518781662,0.056833457201719284,0.0,600000.0,1.0,1.0,12788031.0,343010.0,145010.0,145330.0,0.9083125,0.09168750000000003,0.9063125,0.09368750000000003
191,191,openb-pod-7467,15,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.967332104832105,0.0,0.0,0.11427788436412811,0.19213467836380005,0.05663737282156944,0.0,600000.0,1.0,1.0,12798185.0,400080.0,145330.0,145650.0,0.9103125,0.08968750000000003,0.9083125,0.09168750000000003
192,192,openb-pod-7471,17,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.895986895986896,0.895986895986896,0.0,0.967332104832105,0.0,0.0,0.11507055163383484,0.19245120882987976,0.0561475045979023,0.0,600000.0,1.0,1.0,12798640.0,402680.0,145650.0,145970.0,0.9123125,0.08768750000000003,0.9103125,0.08968750000000003
193,193,openb-pod-7661,9,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.9821867321867321,1.0,0.017813267813267863,0.9682227682227683,0.0,0.0,0.11016812920570374,0.19432495534420013,0.05744055658578873,0.0,600000.0,1.0,1.0,12823439.0,573650.0,145970.0,146130.0,0.9133125,0.08668750000000003,0.9123125,0.08768750000000003
194,194,openb-pod-7662,4,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.9821867321867321,0.9821867321867321,0.0,0.9682227682227683,0.0,0.0,0.10986728966236115,0.19499318301677704,0.05828200653195381,0.0,600000.0,1.0,1.0,12823440.0,573810.0,146130.0,146290.0,0.9143125,0.08568750000000003,0.9133125,0.08668750000000003
195,195,openb-pod-7812,4,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.9821867321867321,1.0,0.017813267813267863,0.9691134316134317,0.0,0.0,0.11124622076749802,0.1964799165725708,0.05943203717470169,0.0,600000.0,1.0,1.0,12841028.0,715560.0,146290.0,146450.0,0.9153125,0.08468750000000003,0.9143125,0.08568750000000003
196,196,openb-pod-7821,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.9821867321867321,0.9821867321867321,0.0,0.9691134316134317,0.0,0.0,0.11211732029914856,0.19589132070541382,0.06004616618156433,0.0,600000.0,1.0,1.0,12841864.0,721780.0,146450.0,146610.0,0.9163125,0.08368750000000003,0.9153125,0.08468750000000003
197,197,openb-pod-7833,12,1,scheduled,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.9821867321867321,0.9989762489762489,0.01678951678951679,0.9699529074529074,0.0,0.0,0.11417575180530548,0.19517691433429718,0.060966525226831436,0.0,600000.0,1.0,1.0,12842861.0,732370.0,146610.0,146180.0,0.913625,0.08637499999999998,0.9163125,0.08368750000000003
198,198,openb-pod-7144,1,1,scheduled,-0.0015448602371952447,0.0,0.0,0.0,0.0,0.0,-0.0015448602371952447,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.9699529074529074,0.0,0.0,0.11417575180530548,0.19517691433429718,0.060966525226831436,552518.0,1152518.0,1.9208633333333334,1.0015448602371952,13292206.0,971230.0,146770.0,145960.0,0.91225,0.08775,0.9173125,0.08268750000000002
199,199,openb-pod-7145,1,1,scheduled,-0.004594064356587602,0.0,0.0,0.0,0.0,0.0,-0.004594064356587602,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.11789631098508835,0.18959324061870575,0.0615040585398674,551378.0,1151378.0,1.9189633333333334,1.0061389245937828,13292300.0,971230.0,147360.0,145960.0,0.91225,0.08775,0.921,0.07899999999999996
200,200,openb-pod-7146,1,1,scheduled,-0.37348232166207196,0.0,0.0,0.0,0.0,0.0,-0.37348232166207196,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.9651617526617529,0.0,0.0,0.11742310971021652,0.19187362492084503,0.060890357941389084,551678.0,1151678.0,1.9194633333333333,1.3796212462558548,13292613.0,971230.0,148360.0,145550.0,0.9096875,0.09031250000000002,0.92725,0.07274999999999998
201,201,openb-pod-7151,1,1,scheduled,-0.0010496479817756477,0.0,0.0,0.0,0.0,0.0,-0.0010496479817756477,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.9651617526617529,0.0,0.0,0.11443798989057541,0.1962752640247345,0.06230606883764267,546254.0,1146254.0,1.9104233333333334,1.3806708942376305,13292705.0,971230.0,148950.0,146140.0,0.913375,0.08662499999999995,0.9309375,0.06906250000000003
202,202,openb-pod-7397,1,1,scheduled,-0.0009575671152552978,0.0,0.0,0.0,0.0,0.0,-0.0009575671152552978,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9651617526617529,0.0,0.0,0.11554357409477234,0.19465936720371246,0.061297930777072906,504157.0,1104157.0,1.8402616666666667,1.3816284613528858,13292705.0,971230.0,149540.0,146360.0,0.91475,0.08525000000000005,0.934625,0.06537499999999996
203,203,openb-pod-7598,1,1,scheduled,-0.0008962148443403262,0.0,0.0,0.0,0.0,0.0,-0.0008962148443403262,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9699529074529074,0.0,0.0,0.11734355986118317,0.1916666328907013,0.06086032837629318,477034.0,1077034.0,1.7950566666666667,1.382524676197226,13292705.0,971230.0,149760.0,145590.0,0.9099375,0.09006250000000005,0.936,0.06399999999999995
204,204,openb-pod-7157,1,1,scheduled,-0.0010185624907250723,0.0,0.0,0.0,0.0,0.0,-0.0010185624907250723,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.9651617526617529,0.0,0.0,0.11599195748567581,0.19431520998477936,0.06208096444606781,540791.0,1140791.0,1.9013183333333334,1.3835432386879511,13292800.0,971230.0,149990.0,146180.0,0.913625,0.08637499999999998,0.9374375,0.06256249999999997
205,205,openb-pod-7647,1,1,scheduled,-0.0008714446977700074,0.0,0.0,0.0,0.0,0.0,-0.0008714446977700074,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9699529074529074,0.0,0.0,0.11798655986785889,0.19135811924934387,0.06114847585558891,471082.0,1071082.0,1.7851366666666666,1.3844146833857212,13292800.0,971230.0,150580.0,145410.0,0.9088125,0.09118749999999998,0.941125,0.05887500000000001
206,206,openb-pod-7152,1,1,scheduled,-0.0010145469304680965,0.0,0.0,0.0,0.0,0.0,-0.0010145469304680965,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.11502959579229355,0.19616739451885223,0.06114847585558891,545315.0,1145315.0,1.9088583333333333,1.3854292303161893,13293008.0,971230.0,150810.0,145940.0,0.912125,0.08787500000000004,0.9425625,0.05743750000000003
207,207,openb-pod-7170,1,1,scheduled,-0.0009905931516993594,0.0,0.0,0.0,0.0,0.0,-0.0009905931516993594,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9699529074529074,0.0,0.0,0.11651963740587234,0.19442002475261688,0.06114847585558891,536688.0,1136688.0,1.89448,1.3864198234678886,13293782.0,971230.0,151810.0,145940.0,0.912125,0.08787500000000004,0.9488125,0.05118750000000005
208,208,openb-pod-7172,1,1,scheduled,-0.1344042398505949,0.0,0.0,0.0,0.0,0.0,-0.1344042398505949,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9699529074529074,0.0,0.0,0.11651963740587234,0.19442002475261688,0.06114847585558891,534691.0,1134691.0,1.8911516666666666,1.5208240633184835,13293978.0,971230.0,152280.0,145600.0,0.91,0.08999999999999997,0.95175,0.048250000000000015
209,209,openb-pod-7163,1,1,scheduled,-0.11104829573287622,0.0,0.0,0.0,0.0,0.0,-0.11104829573287622,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.11692937463521957,0.19253617525100708,0.060855865478515625,538148.0,1138148.0,1.8969133333333332,1.6318723590513597,13294520.0,971230.0,152750.0,145790.0,0.9111875,0.08881249999999996,0.9546875,0.04531249999999998
210,210,openb-pod-7153,2,1,scheduled,-0.01081986649318556,0.0,0.0,0.0,0.0,0.0,-0.01081986649318556,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.11788653582334518,0.19142481684684753,0.06117274612188339,546828.0,1146828.0,1.91138,1.6426922255445453,13294521.0,971230.0,153750.0,146470.0,0.9154375,0.08456249999999998,0.9609375,0.0390625
211,211,openb-pod-7616,1,1,scheduled,0.00011406177943307227,0.0,0.0,0.0,0.0,0.0,0.00011406177943307227,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.9699529074529074,0.0,0.0,0.11788653582334518,0.19142481684684753,0.06126720830798149,476971.0,1076971.0,1.7949516666666667,1.6425781637651122,13294527.0,971230.0,154750.0,145700.0,0.910625,0.08937499999999998,0.9671875,0.03281250000000002
212,212,openb-pod-7156,2,1,scheduled,-0.01760007756446047,0.0,0.0,0.0,0.0,0.0,-0.01760007756446047,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.1193840503692627,0.18839068710803986,0.06126720830798149,544332.0,1144332.0,1.90722,1.6601782413295727,13295124.0,971230.0,154980.0,145700.0,0.910625,0.08937499999999998,0.968625,0.03137500000000004
213,213,openb-pod-7173,2,1,scheduled,-0.012586241776857188,0.0,0.0,0.0,0.0,0.0,-0.012586241776857188,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.11967484652996063,0.18857553601264954,0.06126720830798149,536192.0,1136192.0,1.8936533333333334,1.67276448310643,13295496.0,971230.0,155980.0,145700.0,0.910625,0.08937499999999998,0.974875,0.025124999999999953
214,214,openb-pod-7174,2,1,scheduled,-0.00149742175884926,0.0,0.0,0.0,0.0,0.0,-0.00149742175884926,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.959408271908272,0.0,0.0,0.1199808344244957,0.1887618899345398,0.06144772842526436,536738.0,1136738.0,1.8945633333333334,1.6742619048652791,13296072.0,971230.0,156980.0,145360.0,0.9085,0.09150000000000003,0.981125,0.018874999999999975
215,215,openb-pod-7177,2,1,scheduled,-0.0010121627235279984,0.0,0.0,0.0,0.0,0.0,-0.0010121627235279984,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.959408271908272,0.0,0.0,0.1199808344244957,0.1887618899345398,0.06144772842526436,537100.0,1137100.0,1.8951666666666667,1.6752740675888071,13296716.0,971230.0,157450.0,145700.0,0.910625,0.08937499999999998,0.9840625,0.01593750000000005
216,216,openb-pod-7176,2,1,scheduled,-0.0008508658365617983,0.0,0.0,0.0,0.0,0.0,-0.0008508658365617983,0.0,0.7712940212940214,0.7712940212940214,0.0,0.959408271908272,0.0,0.0,0.1199808344244957,0.1887618899345398,0.06144772842526436,537566.0,1137566.0,1.8959433333333333,1.676124933425369,13296992.0,971230.0,158260.0,145700.0,0.910625,0.08937499999999998,0.989125,0.010874999999999968
217,217,openb-pod-7178,2,1,scheduled,-0.0009795238896388447,0.0,0.0,0.0,0.0,0.0,-0.0009795238896388447,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9699529074529074,0.0,0.0,0.12002844363451004,0.18857553601264954,0.06126720830798149,537326.0,1137326.0,1.8955433333333334,1.6771044573150078,13296995.0,971230.0,158730.0,145890.0,0.9118125,0.08818749999999997,0.9920625,0.007937500000000042
