step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_utilization,reward_slo,reward_latency_objective,reward_latency_failure,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,cluster_full_free_gpu_count,cluster_full_free_gpu_ratio,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,job_completion_time_ms,job_slowdown,latency_objective,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
625,625,openb-pod-8060,2,1,scheduled,-0.000649368963208552,0.0,0.0,0.0,0.0,0.0,-0.000649368963208552,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9558456183456183,0.0,0.0,0.15115071833133698,0.21303844451904297,0.041369907557964325,1623724.0,2223724.0,3.7062066666666666,2.9847766459709626,14496992.0,971230.0,445690.0,141470.0,0.8841875,0.11581249999999998,2.7855625,-1.7855625000000002
626,626,openb-pod-7524,2,1,scheduled,-0.0007651646972326454,0.0,0.0,0.0,0.0,0.0,-0.0007651646972326454,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9558456183456183,0.0,0.0,0.15115071833133698,0.21303844451904297,0.041369907557964325,1691392.0,2291392.0,3.8189866666666665,2.9855418106681952,14496995.0,971230.0,446160.0,141630.0,0.8851875,0.11481249999999998,2.7885,-1.7885
627,627,openb-pod-7922,2,1,scheduled,-0.0006598458431379406,0.0,0.0,0.0,0.0,0.0,-0.0006598458431379406,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.9558456183456183,0.0,0.0,0.14784656465053558,0.2166101187467575,0.04121381416916847,1648537.0,2248537.0,3.7475616666666665,2.986201656511333,14497224.0,971230.0,446970.0,141430.0,0.8839375,0.11606249999999996,2.7935625,-1.7935625000000002
628,628,openb-pod-8066,2,1,scheduled,-0.0006598421450347836,0.0,0.0,0.0,0.0,0.0,-0.0006598421450347836,0.0,0.7712940212940214,0.8863636363636364,0.115069615069615,0.9510544635544633,0.0,0.0,0.14782564342021942,0.21720048785209656,0.04147382453083992,1623408.0,2223408.0,3.70568,2.986861498656368,14497262.0,971230.0,447560.0,141430.0,0.8839375,0.11606249999999996,2.79725,-1.79725
629,629,openb-pod-8071,3,1,scheduled,-0.0006487726976551755,0.0,0.0,0.0,0.0,0.0,-0.0006487726976551755,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9510544635544633,0.0,0.0,0.14839427173137665,0.21881023049354553,0.04147382453083992,1623161.0,2223161.0,3.705268333333333,2.987510271354023,14497388.0,971230.0,448030.0,140280.0,0.87675,0.12324999999999997,2.8001875,-1.8001874999999998
630,630,openb-pod-7525,3,1,scheduled,-0.001258080778816062,0.0,0.0,0.0,0.0,0.0,-0.001258080778816062,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.9024877149877149,1.0,0.00625,0.150123730301857,0.22355349361896515,0.04016256332397461,1691803.0,2291803.0,3.819671666666667,2.988768352132839,14497409.0,971230.0,448500.0,141280.0,0.883,0.11699999999999999,2.803125,-1.803125
631,631,openb-pod-7526,3,1,scheduled,-0.0010440484637110892,0.0,0.0,0.0,0.0,0.0,-0.0010440484637110892,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9510544635544633,0.0,0.0,0.1515578031539917,0.22444337606430054,0.043210018426179886,1691798.0,2291798.0,3.819663333333333,2.9898124005965503,14497409.0,971230.0,449500.0,141090.0,0.8818125,0.1181875,2.809375,-1.8093750000000002
632,632,openb-pod-7530,3,1,scheduled,-0.0010170184854825237,0.0,0.0,0.0,0.0,0.0,-0.0010170184854825237,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9510544635544633,0.0,0.0,0.14853018522262573,0.21859121322631836,0.04147382453083992,1691583.0,2291583.0,3.819305,2.990829419082033,14497628.0,971230.0,450310.0,140900.0,0.880625,0.11937500000000001,2.8144375,-1.8144375
633,633,openb-pod-7528,3,1,scheduled,-0.0013812660205947402,0.0,0.0,0.0,0.0,0.0,-0.0013812660205947402,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9510544635544633,0.0,0.0,0.1485537439584732,0.22216644883155823,0.04147382453083992,1691695.0,2291695.0,3.8194916666666665,2.9922106851026276,14497699.0,971230.0,451120.0,141430.0,0.8839375,0.11606249999999996,2.8195,-1.8195000000000001
634,634,openb-pod-8082,3,1,scheduled,-0.0018821519260163733,0.0,0.0,0.0,0.0,0.0,-0.0018821519260163733,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9510544635544633,0.0,0.0,0.14974179863929749,0.2247224599123001,0.04147382453083992,1622433.0,2222433.0,3.704055,2.994092837028644,14497711.0,971230.0,452120.0,140900.0,0.880625,0.11937500000000001,2.82575,-1.8257500000000002
635,635,openb-pod-7531,3,1,scheduled,-0.001348506797155924,0.0,0.0,0.0,0.0,0.0,-0.001348506797155924,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9510544635544633,0.0,0.0,0.14997297525405884,0.22438804805278778,0.04147382453083992,1691841.0,2291841.0,3.819735,2.9954413438258,14498004.0,971230.0,452590.0,141430.0,0.8839375,0.11606249999999996,2.8286875,-1.8286875
636,636,openb-pod-8125,3,1,scheduled,-0.0007531362410686526,0.0,0.0,0.0,0.0,0.0,-0.0007531362410686526,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9510544635544633,0.0,0.0,0.14997297525405884,0.22438804805278778,0.04147382453083992,1610798.0,2210798.0,3.6846633333333334,2.9961944800668685,14498115.0,971230.0,453590.0,140900.0,0.880625,0.11937500000000001,2.8349375,-1.8349375
637,637,openb-pod-7533,3,1,scheduled,-0.0007731469302667549,0.0,0.0,0.0,0.0,0.0,-0.0007731469302667549,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9510544635544633,0.0,0.0,0.14965395629405975,0.22154240310192108,0.04033158719539642,1691118.0,2291118.0,3.81853,2.9969676269971353,14498247.0,971230.0,454060.0,140900.0,0.880625,0.11937500000000001,2.837875,-1.837875
638,638,openb-pod-7529,4,1,scheduled,-0.0008688874056996809,0.0,0.0,0.0,0.0,0.0,-0.0008688874056996809,0.0,0.010851760851760872,0.895986895986896,0.8851351351351351,0.9510544635544633,0.0,0.0,0.15243743360042572,0.22926944494247437,0.039643920958042145,1692497.0,2292497.0,3.8208283333333335,2.997836514402835,14498502.0,971230.0,454870.0,140900.0,0.880625,0.11937500000000001,2.8429375,-1.8429375000000001
639,639,openb-pod-7536,4,1,scheduled,-0.0008396686285188082,0.0,0.0,0.0,0.0,0.0,-0.0008396686285188082,0.0,0.010851760851760872,0.895986895986896,0.8851351351351351,0.9510544635544633,0.0,0.0,0.14955748617649078,0.2239888608455658,0.04033158719539642,1690683.0,2290683.0,3.817805,2.9986761830313537,14498776.0,971230.0,455870.0,141240.0,0.88275,0.11724999999999997,2.8491875,-1.8491875000000002
640,640,openb-pod-8088,3,1,scheduled,-0.0008450364504519747,0.0,0.0,0.0,0.0,0.0,-0.0008450364504519747,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9510544635544633,0.0,0.0,0.14955748617649078,0.2239888608455658,0.04033158719539642,1623254.0,2223254.0,3.7054233333333335,2.9995212194818057,14498907.0,971230.0,456680.0,141060.0,0.881625,0.11837500000000001,2.85425,-1.85425
641,641,openb-pod-7519,4,1,scheduled,-0.2620885708885332,0.0,0.0,0.0,0.0,0.0,-0.2620885708885332,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9553644553644552,0.0,0.0,0.15431272983551025,0.2299850881099701,0.039583969861269,1694796.0,2294796.0,3.82466,3.261609790370339,14499423.0,971230.0,457150.0,141590.0,0.8849375,0.11506249999999996,2.8571875,-1.8571875000000002
642,642,openb-pod-7954,4,1,scheduled,-0.015868963705680805,0.0,0.0,0.0,0.0,0.0,-0.015868963705680805,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.9553644553644552,0.0,0.0,0.1504112333059311,0.22446154057979584,0.0398530513048172,1648091.0,2248091.0,3.746818333333333,3.2774787540760197,14499989.0,971230.0,458150.0,141370.0,0.8835625,0.11643749999999997,2.8634375,-1.8634374999999999
643,643,openb-pod-7537,4,1,scheduled,-0.006279727440492433,0.0,0.0,0.0,0.0,0.0,-0.006279727440492433,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9553644553644552,0.0,0.0,0.15431272983551025,0.2299850881099701,0.040814511477947235,1692412.0,2292412.0,3.8206866666666666,3.283758481516512,14500511.0,971230.0,458740.0,141050.0,0.8815625,0.11843749999999997,2.867125,-1.8671250000000001
644,644,openb-pod-7534,4,1,scheduled,-0.0015924928128518978,0.0,0.0,0.0,0.0,0.0,-0.0015924928128518978,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.9505733005733006,0.0,0.0,0.14975234866142273,0.228517085313797,0.039573658257722855,1692695.0,2292695.0,3.8211583333333334,3.285350974329364,14500534.0,971230.0,459740.0,141580.0,0.884875,0.11512500000000003,2.873375,-1.8733749999999998
645,645,openb-pod-8091,4,1,scheduled,-0.0006343454250314906,0.0,0.0,0.0,0.0,0.0,-0.0006343454250314906,0.0,0.7712940212940214,0.8863636363636364,0.115069615069615,0.9505733005733006,0.0,0.0,0.15085071325302124,0.23113125562667847,0.039573658257722855,1624699.0,2224699.0,3.707831666666667,3.2859853197543956,14500571.0,971230.0,460740.0,140770.0,0.8798125,0.1201875,2.879625,-1.8796249999999999
646,646,openb-pod-7538,4,1,scheduled,-0.0008768349142296294,0.0,0.0,0.0,0.0,0.0,-0.0008768349142296294,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.9448198198198199,0.0,0.0,0.1491602212190628,0.22658668458461761,0.0411720871925354,1692696.0,2292696.0,3.82116,3.286862154668625,14500799.0,971230.0,461210.0,141580.0,0.884875,0.11512500000000003,2.8825625,-1.8825625000000001
647,647,openb-pod-8141,4,1,scheduled,-0.0005061736536391415,0.0,0.0,0.0,0.0,0.0,-0.0005061736536391415,0.0,0.7712940212940214,0.8863636363636364,0.115069615069615,0.9505733005733006,0.0,0.0,0.15085071325302124,0.23113125562667847,0.039573658257722855,1608395.0,2208395.0,3.680658333333333,3.2873683283222643,14500799.0,971230.0,462020.0,141240.0,0.88275,0.11724999999999997,2.887625,-1.8876249999999999
648,648,openb-pod-7539,5,1,scheduled,-0.0008363349696365319,0.0,0.0,0.0,0.0,0.0,-0.0008363349696365319,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15085071325302124,0.23113125562667847,0.039573658257722855,1692864.0,2292864.0,3.82144,3.288204663291901,14500980.0,971230.0,462490.0,141080.0,0.88175,0.11824999999999997,2.8905625,-1.8905625000000001
649,649,openb-pod-7540,5,1,scheduled,-0.0010282526015230609,0.0,0.0,0.0,0.0,0.0,-0.0010282526015230609,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.14991118013858795,0.23014269769191742,0.03957469388842583,1693408.0,2293408.0,3.822346666666667,3.289232915893424,14501651.0,971230.0,463300.0,141610.0,0.8850625,0.11493750000000003,2.895625,-1.895625
650,650,openb-pod-8118,5,1,scheduled,-0.0005049675738217907,0.0,0.0,0.0,0.0,0.0,-0.0005049675738217907,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.15082302689552307,0.23078997433185577,0.03957469388842583,1616240.0,2216240.0,3.6937333333333333,3.2897378834672457,14501695.0,971230.0,464300.0,141610.0,0.8850625,0.11493750000000003,2.901875,-1.901875
651,651,openb-pod-8119,5,1,scheduled,-0.0005039746350004037,0.0,0.0,0.0,0.0,0.0,-0.0005039746350004037,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.15082302689552307,0.23078997433185577,0.03957469388842583,1616319.0,2216319.0,3.693865,3.290241858102246,14501775.0,971230.0,464770.0,141270.0,0.8829375,0.11706249999999996,2.9048125,-1.9048124999999998
652,652,openb-pod-7541,5,1,scheduled,-0.0010115292939421039,0.0,0.0,0.0,0.0,0.0,-0.0010115292939421039,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15082302689552307,0.23078997433185577,0.03957469388842583,1693578.0,2293578.0,3.82263,3.2912533873961882,14501982.0,971230.0,465240.0,140800.0,0.88,0.12,2.90775,-1.90775
653,653,openb-pod-7542,5,1,scheduled,-0.0007398645564928863,0.0,0.0,0.0,0.0,0.0,-0.0007398645564928863,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.9400286650286649,0.0,0.0,0.15105894207954407,0.2314189374446869,0.04021621122956276,1693725.0,2293725.0,3.822875,3.291993251952681,14502205.0,971230.0,466050.0,141800.0,0.88625,0.11375000000000002,2.9128125,-1.9128124999999998
654,654,openb-pod-8149,5,1,scheduled,-0.0005107839931266511,0.0,0.0,0.0,0.0,0.0,-0.0005107839931266511,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1536000669002533,0.23282822966575623,0.039933737367391586,1603863.0,2203863.0,3.673105,3.2925040359458078,14502205.0,971230.0,467050.0,141450.0,0.8840625,0.11593750000000003,2.9190625,-1.9190625
655,655,openb-pod-7543,5,1,scheduled,-0.0006953211855971198,0.0,0.0,0.0,0.0,0.0,-0.0006953211855971198,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1536000669002533,0.23282822966575623,0.039933737367391586,1693777.0,2293777.0,3.8229616666666666,3.293199357131405,14502258.0,971230.0,467510.0,141260.0,0.882875,0.11712500000000003,2.9219375,-1.9219374999999999
656,656,openb-pod-7544,5,1,scheduled,-0.0007200108393861093,0.0,0.0,0.0,0.0,0.0,-0.0007200108393861093,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1508098840713501,0.23148563504219055,0.039933737367391586,1693903.0,2293903.0,3.8231716666666666,3.293919367970791,14502385.0,971230.0,468320.0,141450.0,0.8840625,0.11593750000000003,2.927,-1.927
657,657,openb-pod-7553,6,1,scheduled,-0.0008067290932873838,0.0,0.0,0.0,0.0,0.0,-0.0008067290932873838,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1508098840713501,0.23148563504219055,0.039933737367391586,1692371.0,2292371.0,3.8206183333333334,3.2947260970640784,14502491.0,971230.0,469320.0,141790.0,0.8861875,0.11381249999999998,2.93325,-1.9332500000000001
658,658,openb-pod-8121,5,1,scheduled,-0.00048608114330450647,0.0,0.0,0.0,0.0,0.0,-0.00048608114330450647,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1508098840713501,0.23148563504219055,0.039933737367391586,1616984.0,2216984.0,3.6949733333333334,3.295212178207383,14502584.0,971230.0,470130.0,141450.0,0.8840625,0.11593750000000003,2.9383125,-1.9383124999999999
659,659,openb-pod-7556,6,1,scheduled,-0.001834135607364562,0.0,0.0,0.0,0.0,0.0,-0.001834135607364562,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1508098840713501,0.23148563504219055,0.039933737367391586,1691668.0,2291668.0,3.819446666666667,3.2970463138147474,14502594.0,971230.0,470600.0,141260.0,0.882875,0.11712500000000003,2.94125,-1.9412500000000001
660,660,openb-pod-7545,6,1,scheduled,-0.01468775504518316,0.0,0.0,0.0,0.0,0.0,-0.01468775504518316,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15104295313358307,0.23130103945732117,0.039933737367391586,1694015.0,2294015.0,3.823358333333333,3.3117340688599306,14502712.0,971230.0,471410.0,141260.0,0.882875,0.11712500000000003,2.9463125,-1.9463125
661,661,openb-pod-7547,6,1,scheduled,-0.0010707527172937326,0.0,0.0,0.0,0.0,0.0,-0.0010707527172937326,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.14914469420909882,0.22995232045650482,0.039933737367391586,1694593.0,2294593.0,3.8243216666666666,3.3128048215772243,14503486.0,971230.0,472410.0,141610.0,0.8850625,0.11493750000000003,2.9525625,-1.9525625
662,662,openb-pod-7992,6,1,scheduled,-0.00051171060239108,0.0,0.0,0.0,0.0,0.0,-0.00051171060239108,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.9505733005733006,0.0,0.0,0.14914469420909882,0.22995232045650482,0.039933737367391586,1647187.0,2247187.0,3.745311666666667,3.3133165321796154,14503623.0,971230.0,473410.0,141450.0,0.8840625,0.11593750000000003,2.9588125,-1.9588125
663,663,openb-pod-7554,6,1,scheduled,-0.0021451975283288682,0.0,0.0,0.0,0.0,0.0,-0.0021451975283288682,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1516471952199936,0.23806582391262054,0.04109606891870499,1693274.0,2293274.0,3.8221233333333333,3.3154617297079443,14503679.0,971230.0,474060.0,141980.0,0.887375,0.11262499999999998,2.962875,-1.962875
664,664,openb-pod-8122,6,1,scheduled,-0.0004159463206310221,0.0,0.0,0.0,0.0,0.0,-0.0004159463206310221,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1516471952199936,0.23806582391262054,0.04109606891870499,1618110.0,2218110.0,3.69685,3.3158776760285753,14503716.0,971230.0,475060.0,141450.0,0.8840625,0.11593750000000003,2.969125,-1.969125
665,665,openb-pod-7559,6,1,scheduled,-0.01860214788100789,0.0,0.0,0.0,0.0,0.0,-0.01860214788100789,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1494479477405548,0.2332039475440979,0.039933737367391586,1693191.0,2293191.0,3.821985,3.334479823909583,14504434.0,971230.0,475530.0,141260.0,0.882875,0.11712500000000003,2.9720625,-1.9720624999999998
666,666,openb-pod-7548,7,1,scheduled,-0.006628424957022538,0.0,0.0,0.0,0.0,0.0,-0.006628424957022538,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15115511417388916,0.23237887024879456,0.039933737367391586,1697186.0,2297186.0,3.8286433333333334,3.3411082488666057,14506453.0,971230.0,476340.0,141800.0,0.88625,0.11375000000000002,2.977125,-1.977125
667,667,openb-pod-8123,7,1,scheduled,-0.0004990962474127336,0.0,0.0,0.0,0.0,0.0,-0.0004990962474127336,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1511218398809433,0.23343919217586517,0.0399458147585392,1621226.0,2221226.0,3.702043333333333,3.3416073451140185,14506835.0,971230.0,477340.0,141460.0,0.884125,0.11587499999999995,2.983375,-1.983375
668,668,openb-pod-7561,7,1,scheduled,-0.0007188615019906308,0.0,0.0,0.0,0.0,0.0,-0.0007188615019906308,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1511218398809433,0.23343919217586517,0.0399458147585392,1695791.0,2295791.0,3.8263183333333335,3.342326206616009,14507320.0,971230.0,477810.0,141270.0,0.8829375,0.11706249999999996,2.9863125,-1.9863125
669,669,openb-pod-7555,7,1,scheduled,-0.0006614515255076725,0.0,0.0,0.0,0.0,0.0,-0.0006614515255076725,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15173648297786713,0.23630909621715546,0.0399458147585392,1697089.0,2297089.0,3.828481666666667,3.3429876581415168,14507797.0,971230.0,478620.0,141460.0,0.884125,0.11587499999999995,2.991375,-1.9913750000000001
670,670,openb-pod-7571,7,1,scheduled,-0.001002227847690218,0.0,0.0,0.0,0.0,0.0,-0.001002227847690218,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15173648297786713,0.23630909621715546,0.0399458147585392,1695833.0,2295833.0,3.8263883333333335,3.343989885989207,14508393.0,971230.0,479620.0,141460.0,0.884125,0.11587499999999995,2.997625,-1.9976250000000002
671,671,openb-pod-7583,7,1,scheduled,-0.0010764505159506221,0.0,0.0,0.0,0.0,0.0,-0.0010764505159506221,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15173648297786713,0.23630909621715546,0.0399458147585392,1695187.0,2295187.0,3.825311666666667,3.3450663365051576,14508721.0,971230.0,480430.0,141460.0,0.884125,0.11587499999999995,3.0026875,-2.0026875
672,672,openb-pod-7591,7,1,scheduled,-0.0006372496917457227,0.0,0.0,0.0,0.0,0.0,-0.0006372496917457227,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15411818027496338,0.2395440936088562,0.04052410647273064,1694082.0,2294082.0,3.82347,3.3457035861969033,14508723.0,971230.0,481240.0,141460.0,0.884125,0.11587499999999995,3.00775,-2.00775
673,673,openb-pod-7557,7,1,scheduled,-0.0009302088227371996,0.0,0.0,0.0,0.0,0.0,-0.0009302088227371996,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.1507880538702011,0.2376033067703247,0.04052410647273064,1697812.0,2297812.0,3.8296866666666665,3.3466337950196405,14508807.0,971230.0,482240.0,141990.0,0.8874375,0.11256250000000001,3.014,-2.014
674,674,openb-pod-8129,6,1,scheduled,-0.0004901577920981559,0.0,0.0,0.0,0.0,0.0,-0.0004901577920981559,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1507880538702011,0.2376033067703247,0.04052410647273064,1622019.0,2222019.0,3.703365,3.3471239528117387,14510096.0,971230.0,483240.0,141990.0,0.8874375,0.11256250000000001,3.02025,-2.02025
675,675,openb-pod-8130,8,1,scheduled,-0.0004891661747050691,0.0,0.0,0.0,0.0,0.0,-0.0004891661747050691,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.1507880538702011,0.2376033067703247,0.04052410647273064,1621999.0,2221999.0,3.7033316666666667,3.3476131189864438,14510111.0,971230.0,483710.0,141650.0,0.8853125,0.11468750000000005,3.0231875,-2.0231875
676,676,openb-pod-7558,8,1,scheduled,-0.0007834369482822012,0.0,0.0,0.0,0.0,0.0,-0.0007834369482822012,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15000130236148834,0.23878124356269836,0.041741158813238144,1699282.0,2299282.0,3.8321366666666665,3.348396555934726,14510280.0,971230.0,484180.0,141840.0,0.8865,0.11350000000000005,3.026125,-2.026125
677,677,openb-pod-7560,8,1,scheduled,-0.0008482086443808434,0.0,0.0,0.0,0.0,0.0,-0.0008482086443808434,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15148630738258362,0.2423696517944336,0.04354344308376312,1699339.0,2299339.0,3.8322316666666665,3.349244764579107,14510826.0,971230.0,485180.0,141840.0,0.8865,0.11350000000000005,3.032375,-2.032375
678,678,openb-pod-7563,8,1,scheduled,-0.0009681992352477131,0.0,0.0,0.0,0.0,0.0,-0.0009681992352477131,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15199995040893555,0.24323508143424988,0.04354344308376312,1699337.0,2299337.0,3.832228333333333,3.3502129638143545,14510902.0,971230.0,486180.0,142370.0,0.8898125,0.1101875,3.038625,-2.038625
679,679,openb-pod-8132,8,1,scheduled,-0.00048362891807318675,0.0,0.0,0.0,0.0,0.0,-0.00048362891807318675,0.0,0.7712940212940214,0.9821867321867321,0.21089271089271078,0.9505733005733006,0.0,0.0,0.15199995040893555,0.24323508143424988,0.04354344308376312,1622725.0,2222725.0,3.7045416666666666,3.3506965927324277,14511631.0,971230.0,487180.0,141840.0,0.8865,0.11350000000000005,3.044875,-2.044875
680,680,openb-pod-7565,8,1,scheduled,-0.0008764180804470278,0.0,0.0,0.0,0.0,0.0,-0.0008764180804470278,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15258687734603882,0.24416996538639069,0.04354344308376312,1699776.0,2299776.0,3.83296,3.3515730108128747,14511818.0,971230.0,487650.0,141840.0,0.8865,0.11350000000000005,3.0478125,-2.0478125
681,681,openb-pod-7566,8,1,scheduled,-0.0012940676913775206,0.0,0.0,0.0,0.0,0.0,-0.0012940676913775206,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15324625372886658,0.24517351388931274,0.04354344308376312,1699794.0,2299794.0,3.83299,3.3528670785042523,14512058.0,971230.0,488650.0,141840.0,0.8865,0.11350000000000005,3.0540625,-2.0540625
682,682,openb-pod-7589,8,1,scheduled,-0.0007038369537650802,0.0,0.0,0.0,0.0,0.0,-0.0007038369537650802,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15434488654136658,0.24594926834106445,0.04354344308376312,1697879.0,2297879.0,3.829798333333333,3.3535709154580173,14512414.0,971230.0,489650.0,142030.0,0.8876875,0.11231250000000004,3.0603125,-2.0603125
683,683,openb-pod-7593,8,1,scheduled,-0.0008797828236066785,0.0,0.0,0.0,0.0,0.0,-0.0008797828236066785,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15434488654136658,0.24594926834106445,0.04354344308376312,1697976.0,2297976.0,3.82996,3.354450698281624,14512654.0,971230.0,490650.0,141840.0,0.8865,0.11350000000000005,3.0665625,-2.0665625
684,684,openb-pod-7562,9,1,scheduled,-0.0006274580204355118,0.0,0.0,0.0,0.0,0.0,-0.0006274580204355118,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15173907577991486,0.241532564163208,0.04354344308376312,1701146.0,2301146.0,3.835243333333333,3.3550781563020595,14512679.0,971230.0,491460.0,142030.0,0.8876875,0.11231250000000004,3.071625,-2.071625
685,685,openb-pod-7567,9,1,scheduled,-0.000717549210281998,0.0,0.0,0.0,0.0,0.0,-0.000717549210281998,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.14652791619300842,0.239541694521904,0.04418051987886429,1700393.0,2300393.0,3.8339883333333336,3.3557957055123415,14512750.0,971230.0,492460.0,142030.0,0.8876875,0.11231250000000004,3.077875,-2.077875
686,686,openb-pod-7568,9,1,scheduled,-0.0012517478201337084,0.0,0.0,0.0,0.0,0.0,-0.0012517478201337084,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.15117980539798737,0.2399686872959137,0.04418051987886429,1700613.0,2300613.0,3.834355,3.3570474533324752,14513034.0,971230.0,493460.0,142220.0,0.888875,0.11112500000000003,3.084125,-2.084125
687,687,openb-pod-7569,9,1,scheduled,-0.0005625258529478039,0.0,0.0,0.0,0.0,0.0,-0.0005625258529478039,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.9505733005733006,0.0,0.0,0.14616143703460693,0.2395445555448532,0.045402541756629944,1700814.0,2300814.0,3.83469,3.357609979185423,14513331.0,971230.0,494460.0,141220.0,0.882625,0.11737500000000001,3.090375,-2.090375
