step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_slo,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
10,10,openb-pod-6938,40,1,scheduled,-0.5298722593720537,1.0,-1.5151515151515138,-0.014720744220539927,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00023674242424242403,0.0074580698274075985,0.005056878551840782,0.016926540061831474,0.0,12694527.0,7960.0,7960.0,2940.0,0.00328125,0.99671875,0.008883928571428572,0.9911160714285714
11,11,openb-pod-6939,104,1,scheduled,0.9818272483535111,1.0,-0.0,-0.018172751646488905,0.0,0.0,0.0,0.0,0.00023674242424242403,0.01129847764968872,0.008120485581457615,0.016926540061831474,0.0,12694805.0,8280.0,8280.0,2940.0,0.00328125,0.99671875,0.009241071428571428,0.9907589285714286
12,12,openb-pod-6940,105,1,scheduled,0.9793521608226001,1.0,-0.0,-0.020647839177399874,0.0,0.0,0.0,0.0,0.00023674242424242403,0.014089861884713173,0.0102792764082551,0.016926540061831474,0.0,12694892.0,8280.0,8280.0,2940.0,0.00328125,0.99671875,0.009241071428571428,0.9907589285714286
13,13,openb-pod-6941,104,1,scheduled,-0.5342352690781933,1.0,-1.5151515151515138,-0.019083753926679492,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00029592803030303004,0.010692289099097252,0.007424862589687109,0.020050356164574623,0.0,12695124.0,8280.0,8280.0,2130.0,0.0023772321428571427,0.9976227678571429,0.009241071428571428,0.9907589285714286
14,14,openb-pod-6942,28,1,scheduled,-0.5331530447724742,1.0,-1.5151515151515138,-0.018001529620960355,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00023674242424242403,0.010502036660909653,0.007407159078866243,0.018093863502144814,0.0,12695496.0,9280.0,9280.0,1810.0,0.0020200892857142856,0.9979799107142857,0.010357142857142856,0.9896428571428572
15,15,openb-pod-6943,28,1,scheduled,0.9843868818134069,1.0,-0.0,-0.015613118186593056,0.0,0.0,0.0,0.0,0.00011837121212121202,0.009729486890137196,0.007388724945485592,0.014108024537563324,0.0,12695902.0,10280.0,10280.0,1810.0,0.0020200892857142856,0.9979799107142857,0.011473214285714286,0.9885267857142858
16,16,openb-pod-6944,40,1,scheduled,-0.5348203452445102,1.0,-1.5151515151515138,-0.01966883009299636,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00017755681818181802,0.012379482388496399,0.00916208978742361,0.017796088010072708,0.0,12696072.0,10280.0,10280.0,2810.0,0.003136160714285714,0.9968638392857143,0.011473214285714286,0.9885267857142858
17,17,openb-pod-6945,104,1,scheduled,0.9780599381774664,1.0,-0.0,-0.021940061822533607,0.0,0.0,0.0,0.0,0.00017755681818181802,0.014970188960433006,0.0111138466745615,0.017796088010072708,0.0,12696455.0,11280.0,11280.0,2810.0,0.003136160714285714,0.9968638392857143,0.012589285714285714,0.9874107142857143
18,18,openb-pod-6946,105,1,scheduled,-0.5381550430461299,1.0,-1.5151515151515138,-0.023003527894616127,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00023674242424242403,0.015091040171682835,0.011121473275125027,0.019794542342424393,0.0,12696716.0,11280.0,11280.0,3620.0,0.004040178571428571,0.9959598214285714,0.012589285714285714,0.9874107142857143
19,19,openb-pod-6947,106,1,scheduled,0.9751091781072319,1.0,-0.0,-0.024890821892768145,0.0,0.0,0.0,0.0,0.00023674242424242403,0.017237652093172073,0.012749449349939823,0.019794542342424393,0.0,12696859.0,12090.0,12090.0,2620.0,0.002924107142857143,0.9970758928571428,0.013493303571428571,0.9865066964285715
20,20,openb-pod-6948,40,1,scheduled,0.9763125195167959,1.0,-0.0,-0.023687480483204126,0.0,0.0,0.0,0.0,0.00017755681818181802,0.01761259324848652,0.013158014975488186,0.016604352742433548,0.0,12696934.0,12090.0,12090.0,2620.0,0.002924107142857143,0.9970758928571428,0.013493303571428571,0.9865066964285715
21,21,openb-pod-6949,107,1,scheduled,-0.540496680899663,1.0,-1.5151515151515138,-0.025345165748149157,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00023674242424242403,0.019281163811683655,0.014085470698773861,0.017323696985840797,0.0,12696992.0,12090.0,12090.0,3090.0,0.0034486607142857144,0.9965513392857143,0.013493303571428571,0.9865066964285715
22,22,openb-pod-6950,117,1,scheduled,-0.5420187856211793,1.0,-1.5151515151515138,-0.026867270469665527,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00029592803030303004,0.02079102210700512,0.01494087465107441,0.018002644181251526,0.0,12696995.0,12560.0,12560.0,2750.0,0.0030691964285714285,0.9969308035714286,0.014017857142857143,0.9859821428571428
23,23,openb-pod-6951,40,1,scheduled,-0.5388350207499695,1.0,-1.5151515151515138,-0.023683505598455667,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00029592803030303004,0.017232751473784447,0.012131615541875362,0.018002644181251526,0.0,12697224.0,13030.0,13030.0,3560.0,0.003973214285714286,0.9960267857142857,0.014542410714285714,0.9854575892857143
24,24,openb-pod-6952,105,1,scheduled,-0.5416191374092829,1.0,-1.5151515151515138,-0.026467622257769108,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00035511363636363605,0.018767885863780975,0.01322883740067482,0.02093852125108242,0.0,12697262.0,13840.0,13840.0,4560.0,0.005089285714285715,0.9949107142857143,0.015446428571428571,0.9845535714285715
25,25,openb-pod-6953,106,1,scheduled,-0.542093287236197,1.0,-1.5151515151515138,-0.02694177208468318,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00041429924242424206,0.01884763315320015,0.013231075368821621,0.02180483564734459,0.0,12697388.0,14840.0,14840.0,5150.0,0.0057477678571428575,0.9942522321428572,0.0165625,0.9834375
26,26,openb-pod-6954,118,1,scheduled,-0.5429241745873821,1.0,-1.5151515151515138,-0.027772659435868263,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.01892508566379547,0.013233080506324768,0.023387152701616287,0.0,12697409.0,15430.0,15430.0,5960.0,0.006651785714285714,0.9933482142857143,0.017220982142857142,0.9827790178571428
27,27,openb-pod-6955,106,1,scheduled,0.9701984222047031,1.0,-0.0,-0.029801577795296907,0.0,0.007575757575757569,0.007575757575757569,0.0,0.00047348484848484806,0.019247999414801598,0.013264746405184269,0.02709040977060795,0.0,12697409.0,16240.0,16240.0,4960.0,0.005535714285714285,0.9944642857142857,0.018125,0.981875
28,28,openb-pod-6956,16,1,scheduled,-0.5434620981245768,1.0,-1.5151515151515138,-0.028310582973062992,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00041429924242424206,0.018462911248207092,0.012397164478898048,0.025761090219020844,0.0,12697628.0,17050.0,17050.0,5370.0,0.005993303571428571,0.9940066964285714,0.019029017857142855,0.9809709821428572
29,29,openb-pod-6957,39,1,scheduled,-0.5457214242919814,1.0,-1.5151515151515138,-0.030569909140467644,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.02200826071202755,0.0141973365098238,0.02493422105908394,0.0,12697699.0,18050.0,18050.0,6370.0,0.007109375,0.992890625,0.020145089285714287,0.9798549107142858
30,30,openb-pod-6958,104,1,scheduled,-0.5463804695896339,1.0,-1.5151515151515138,-0.031228954438120127,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.022571049630641937,0.01453415583819151,0.025352703407406807,0.0,12697711.0,19050.0,19050.0,6840.0,0.007633928571428571,0.9923660714285715,0.021261160714285715,0.9787388392857143
31,31,openb-pod-6959,40,1,scheduled,0.96653894148767,1.0,-0.0,-0.033461058512330055,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.022834068164229393,0.014561153948307037,0.02952689491212368,0.0,12698004.0,19520.0,19520.0,6650.0,0.007421875,0.992578125,0.021785714285714287,0.9782142857142857
32,32,openb-pod-6960,105,1,scheduled,-0.5478791436321568,1.0,-1.5151515151515138,-0.032727628480643034,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.02297121286392212,0.01448050793260336,0.02800353616476059,0.0,12698115.0,20330.0,20330.0,7120.0,0.007946428571428571,0.9920535714285714,0.022689732142857143,0.9773102678571428
33,33,openb-pod-6961,106,1,scheduled,0.9633507924154401,1.0,-0.0,-0.03664920758455992,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.024933550506830215,0.015357470139861107,0.03300739452242851,0.0,12698247.0,20800.0,20800.0,7310.0,0.008158482142857143,0.9918415178571428,0.023214285714285715,0.9767857142857143
34,34,openb-pod-6962,40,1,scheduled,0.9633507924154401,1.0,-0.0,-0.03664920758455992,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.024933550506830215,0.015357470139861107,0.03300739452242851,0.0,12698502.0,21800.0,21800.0,8120.0,0.0090625,0.9909375,0.024330357142857143,0.9756696428571429
35,35,openb-pod-6963,28,1,scheduled,-0.5522842807836366,1.0,-1.5151515151515138,-0.037132765632122755,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005918560606060601,0.024678900837898254,0.015016159974038601,0.034570470452308655,0.0,12698776.0,22610.0,22610.0,9120.0,0.01017857142857143,0.9898214285714285,0.025234375,0.974765625
36,36,openb-pod-6964,118,1,scheduled,0.9616695693694055,1.0,-0.0,-0.03833043063059449,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005918560606060601,0.025629008188843727,0.015461723320186138,0.03557012975215912,0.0,12698907.0,23610.0,23610.0,6120.0,0.006830357142857143,0.9931696428571428,0.026350446428571428,0.9736495535714286
37,37,openb-pod-6965,16,1,scheduled,-0.5447850832856727,1.0,-1.5151515151515138,-0.02963356813415885,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.018983004614710808,0.012280595488846302,0.02800353616476059,0.0,12699423.0,23930.0,23930.0,7120.0,0.007946428571428571,0.9920535714285714,0.026707589285714286,0.9732924107142857
38,38,openb-pod-6966,39,1,scheduled,0.9687984399497509,1.0,-0.0,-0.0312015600502491,0.0,0.0,0.0,0.0,0.0005326704545454541,0.0206622127443552,0.013737371191382408,0.02800353616476059,0.0,12699635.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
39,39,openb-pod-6967,106,1,scheduled,0.9668384799733758,1.0,-0.0,-0.0331615200266242,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.023019779473543167,0.015299724414944649,0.02800353616476059,0.0,12699697.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
40,40,openb-pod-6968,118,1,scheduled,0.9650824842974544,1.0,-0.0,-0.03491751570254564,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.02513422816991806,0.016697267070412636,0.02800353616476059,0.0,12699766.0,24930.0,24930.0,7120.0,0.007946428571428571,0.9920535714285714,0.027823660714285714,0.9721763392857143
41,41,openb-pod-6969,118,1,scheduled,0.9629156338050961,1.0,-0.0,-0.03708436619490385,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.02481006644666195,0.01635127142071724,0.03300739452242851,0.0,12699989.0,24930.0,24930.0,5120.0,0.005714285714285714,0.9942857142857143,0.027823660714285714,0.9721763392857143
42,42,openb-pod-6970,16,1,scheduled,-0.540574254482193,1.0,-1.5151515151515138,-0.025422739330679178,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.01591682620346546,0.009730284102261066,0.02519836835563183,0.0,12700511.0,25930.0,25930.0,5930.0,0.006618303571428572,0.9933816964285714,0.028939732142857142,0.9710602678571428
43,43,openb-pod-6971,28,1,scheduled,-0.5427189432225656,1.0,-1.5151515151515138,-0.027567428071051836,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.01778075285255909,0.01006374228745699,0.027290361002087593,0.0,12700534.0,26740.0,26740.0,6930.0,0.007734375,0.992265625,0.02984375,0.97015625
44,44,openb-pod-6972,39,1,scheduled,-0.5450638178877067,1.0,-1.5151515151515138,-0.02991230273619294,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005918560606060601,0.01924963854253292,0.011374580673873425,0.029200386255979538,0.0,12700571.0,27740.0,27740.0,6120.0,0.006830357142857143,0.9931696428571428,0.03095982142857143,0.9690401785714285
45,45,openb-pod-6973,16,1,scheduled,-0.544426433756156,1.0,-1.5151515151515138,-0.029274918604642153,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.019175980240106583,0.011370320804417133,0.02800353616476059,0.0,12700799.0,28740.0,28740.0,6650.0,0.007421875,0.992578125,0.03207589285714286,0.9679241071428571
46,46,openb-pod-6974,39,1,scheduled,0.9697974054142833,1.0,-0.0,-0.030202594585716724,0.0,0.0,0.0,0.0,0.00047348484848484806,0.02022278867661953,0.012552618980407715,0.027629781514406204,0.0,12700973.0,29740.0,29740.0,6650.0,0.007421875,0.992578125,0.03319196428571428,0.9668080357142858
47,47,openb-pod-6975,104,1,scheduled,-0.5489527820750606,1.0,-1.5151515151515138,-0.03380126692354679,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.023723794147372246,0.014351842924952507,0.02952689677476883,0.0,12700980.0,29740.0,29740.0,7650.0,0.008537946428571428,0.9914620535714286,0.03319196428571428,0.9668080357142858
48,48,openb-pod-6976,106,1,scheduled,0.960769647732377,1.0,-0.0,-0.03923035226762295,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.03345082327723503,0.015482984483242035,0.02952689677476883,0.0,12701034.0,30740.0,30740.0,7650.0,0.008537946428571428,0.9914620535714286,0.034308035714285715,0.9656919642857142
49,49,openb-pod-6977,118,1,scheduled,0.9565579807385802,1.0,-0.0,-0.04344201926141977,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.04083463177084923,0.01652250997722149,0.02952689677476883,0.0,12701035.0,30740.0,30740.0,6240.0,0.0069642857142857145,0.9930357142857142,0.034308035714285715,0.9656919642857142
50,50,openb-pod-6978,105,1,scheduled,-0.5450785141579342,1.0,-1.5151515151515138,-0.029926999006420374,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00041429924242424206,0.019701750949025154,0.01164149958640337,0.028510747477412224,0.0,12701642.0,30740.0,30740.0,6460.0,0.007209821428571428,0.9927901785714286,0.034308035714285715,0.9656919642857142
51,51,openb-pod-6979,107,1,scheduled,-0.5454223458796275,1.0,-1.5151515151515138,-0.03027083072811365,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.019778504967689514,0.011646945029497147,0.029116211459040642,0.0,12701651.0,30960.0,30960.0,6460.0,0.007209821428571428,0.9927901785714286,0.03455357142857143,0.9654464285714286
52,52,openb-pod-6980,107,1,scheduled,-0.5458017396881711,1.0,-1.5151515151515138,-0.030650224536657333,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.02035188302397728,0.012072516605257988,0.0288760494440794,0.0,12701695.0,31550.0,31550.0,5460.0,0.00609375,0.99390625,0.03521205357142857,0.9647879464285715
53,53,openb-pod-6981,39,1,scheduled,-0.5392181130732876,1.0,-1.5151515151515138,-0.02406659792177379,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00041429924242424206,0.013695738278329372,0.007529832888394594,0.026907624676823616,0.0,12701775.0,32020.0,32020.0,5930.0,0.006618303571428572,0.9933816964285714,0.03573660714285714,0.9642633928571429
54,54,openb-pod-6982,104,1,scheduled,-0.540214120657323,1.0,-1.5151515151515138,-0.025062605505809188,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.013699978590011597,0.00754918297752738,0.0288760494440794,0.0,12701982.0,32490.0,32490.0,5930.0,0.006618303571428572,0.9933816964285714,0.036261160714285715,0.9637388392857142
55,55,openb-pod-6983,16,1,scheduled,-0.5370356091439259,1.0,-1.5151515151515138,-0.02188409399241209,0.0,0.0,0.007575757575757569,0.007575757575757569,0.00047348484848484806,0.011429648846387863,0.005268201231956482,0.027070337906479836,0.0,12702195.0,33490.0,33490.0,6250.0,0.006975446428571429,0.9930245535714286,0.037377232142857146,0.9626227678571428
56,56,openb-pod-6984,107,1,scheduled,-0.5402863447229844,1.0,-1.5151515151515138,-0.025134829571470618,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.013703945092856884,0.007548496592789888,0.029017217457294464,0.0,12702205.0,33810.0,33810.0,6780.0,0.007566964285714285,0.9924330357142858,0.037734375,0.962265625
57,57,openb-pod-6985,39,1,scheduled,-0.5420927526570392,1.0,-1.5151515151515138,-0.02694123750552535,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.014727531932294369,0.008667126297950745,0.030487816780805588,0.0,12702258.0,34810.0,34810.0,7780.0,0.008683035714285714,0.9913169642857143,0.038850446428571425,0.9611495535714286
58,58,openb-pod-6986,117,1,scheduled,-0.5465175877466333,1.0,-1.5151515151515138,-0.031366072595119476,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005918560606060601,0.01936667039990425,0.011181864887475967,0.032183609902858734,0.0,12702385.0,35810.0,35810.0,8780.0,0.009799107142857142,0.9902008928571429,0.03996651785714286,0.9600334821428571
59,59,openb-pod-6987,16,1,scheduled,0.9668005234561861,1.0,-0.0,-0.033199476543813944,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005918560606060601,0.02131231501698494,0.012903028167784214,0.032183609902858734,0.0,12702488.0,36810.0,36810.0,8780.0,0.009799107142857142,0.9902008928571429,0.04108258928571429,0.9589174107142857
60,60,openb-pod-6988,106,1,scheduled,0.9636946148239076,1.0,-0.0,-0.036305385176092386,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005918560606060601,0.022483740001916885,0.01354959700256586,0.036577433347702026,0.0,12702491.0,36810.0,36810.0,9780.0,0.010915178571428572,0.9890848214285715,0.04108258928571429,0.9589174107142857
61,61,openb-pod-6989,104,1,scheduled,0.9585252432152629,1.0,-0.0,-0.04147475678473711,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005918560606060601,0.0315978042781353,0.014774275943636894,0.036577433347702026,0.0,12702537.0,37810.0,37810.0,9780.0,0.010915178571428572,0.9890848214285715,0.04219866071428571,0.9578013392857143
62,62,openb-pod-6990,118,1,scheduled,0.95718714594841,1.0,-0.0,-0.042812854051589966,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005918560606060601,0.03233141824603081,0.015230655670166016,0.03806363418698311,0.0,12702584.0,37810.0,37810.0,10250.0,0.011439732142857142,0.9885602678571429,0.04219866071428571,0.9578013392857143
63,63,openb-pod-6991,17,1,scheduled,-0.5597402076378,1.0,-1.5151515151515138,-0.04458869248628616,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0006510416666666661,0.033731769770383835,0.0160704143345356,0.03937520086765289,0.0,12702594.0,38280.0,38280.0,11250.0,0.012555803571428572,0.9874441964285714,0.04272321428571429,0.9572767857142858
64,64,openb-pod-6992,18,1,scheduled,0.9540513278916478,1.0,-0.0,-0.045948672108352184,0.0,0.0,0.0,0.0,0.0006510416666666661,0.03536825627088547,0.017153887078166008,0.03937520086765289,0.0,12702610.0,39280.0,39280.0,11250.0,0.012555803571428572,0.9874441964285714,0.04383928571428571,0.9561607142857143
65,65,openb-pod-6993,40,1,scheduled,0.9515970321372151,1.0,-0.0,-0.04840296786278486,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0006510416666666661,0.035646937787532806,0.01719478704035282,0.0439642108976841,0.0,12702712.0,39280.0,39280.0,8460.0,0.009441964285714286,0.9905580357142857,0.04383928571428571,0.9561607142857143
66,66,openb-pod-6994,16,1,scheduled,-0.5527121168702376,1.0,-1.5151515151515138,-0.037560601718723774,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.027806466445326805,0.011360686272382736,0.03595405071973801,0.0,12703486.0,40090.0,40090.0,9270.0,0.010345982142857143,0.9896540178571429,0.04474330357142857,0.9552566964285715
67,67,openb-pod-6995,117,1,scheduled,-0.5529557215190959,1.0,-1.5151515151515138,-0.03780420636758208,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005918560606060601,0.027850598096847534,0.011365196667611599,0.03639261797070503,0.0,12703623.0,40900.0,40900.0,8460.0,0.009441964285714286,0.9905580357142857,0.045647321428571426,0.9543526785714286
68,68,openb-pod-6996,16,1,scheduled,-0.5540012726701331,1.0,-1.5151515151515138,-0.0388497575186193,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.028693221509456635,0.01251958217471838,0.03648671135306358,0.0,12703679.0,41490.0,41490.0,9460.0,0.010558035714285714,0.9894419642857143,0.04630580357142857,0.9536941964285715
69,69,openb-pod-6997,117,1,scheduled,-0.5545277409396601,1.0,-1.5151515151515138,-0.03937622578814626,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005918560606060601,0.02911011315882206,0.012906058691442013,0.03673627972602844,0.0,12703716.0,42490.0,42490.0,8460.0,0.009441964285714286,0.9905580357142857,0.047421875,0.952578125
70,70,openb-pod-6998,107,1,scheduled,0.9614146566018462,1.0,-0.0,-0.03858534339815378,0.0,0.0,0.0,0.0,0.00047348484848484806,0.02953421138226986,0.012617915868759155,0.03501855954527855,0.0,12703999.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
71,71,openb-pod-6999,117,1,scheduled,0.9601757540367544,1.0,-0.0,-0.03982424596324563,0.0,0.0,0.0,0.0,0.00047348484848484806,0.030596617609262466,0.014033314771950245,0.03501855954527855,0.0,12704008.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
72,72,openb-pod-7000,118,1,scheduled,0.9586136708967388,1.0,-0.0,-0.04138632910326123,0.0,0.007575757575757569,0.007575757575757569,0.0,0.00047348484848484806,0.03219389542937279,0.015560203231871128,0.03501855954527855,0.0,12704054.0,42960.0,42960.0,8460.0,0.009441964285714286,0.9905580357142857,0.04794642857142857,0.9520535714285714
73,73,openb-pod-7001,117,1,scheduled,-0.5580929597049487,1.0,-1.5151515151515138,-0.04294144455343485,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0005326704545454541,0.033504366874694824,0.01589181087911129,0.03648671135306358,0.0,12704434.0,42960.0,42960.0,9460.0,0.010558035714285714,0.9894419642857143,0.04794642857142857,0.9520535714285714
74,74,openb-pod-7002,104,1,scheduled,0.9603173993527889,1.0,-0.0,-0.039682600647211075,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0005326704545454541,0.026626136153936386,0.01625235378742218,0.03648671135306358,0.0,12704508.0,43960.0,43960.0,9460.0,0.010558035714285714,0.9894419642857143,0.0490625,0.9509375
75,75,openb-pod-7003,17,1,scheduled,0.9587247520685196,1.0,-0.0,-0.04127524793148041,0.0,0.0,0.0,0.0,0.0005326704545454541,0.028732040897011757,0.017331743612885475,0.03648671135306358,0.0,12704589.0,43960.0,43960.0,8460.0,0.009441964285714286,0.9905580357142857,0.0490625,0.9509375
76,76,openb-pod-7004,107,1,scheduled,0.9614849621430039,1.0,-0.0,-0.03851503785699606,0.0,0.0,0.0,0.0,0.00047348484848484806,0.02604052610695362,0.01597099006175995,0.03501855954527855,0.0,12704782.0,43960.0,43960.0,7460.0,0.008325892857142856,0.9916741071428572,0.0490625,0.9509375
