step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_utilization,reward_slo,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,cluster_full_free_gpu_count,cluster_full_free_gpu_ratio,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
28,28,openb-pod-6962__rep0,24,1,scheduled,0.578306769975053,1.0,-0.24570024570025328,-0.17599298432469368,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.0006462428337428352,486.0,0.94921875,0.1112789660692215,0.06824349611997604,0.17246350646018982,0.0,12698502.0,21800.0,21800.0,22610.0,0.04416015625,0.95583984375,0.042578125,0.957421875
29,29,openb-pod-6963__rep0,24,1,scheduled,0.8161349482834339,1.0,-0.0,-0.18386505171656609,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.0006462428337428352,485.0,0.947265625,0.11682858318090439,0.07190977036952972,0.17899174988269806,0.0,12698776.0,22610.0,22610.0,23610.0,0.04611328125,0.95388671875,0.04416015625,0.95583984375
30,30,openb-pod-6964__rep0,23,1,scheduled,0.812576163560152,1.0,-0.0,-0.18742383643984795,0.0,0.0,0.010851760851760872,0.010851760851760872,0.0,0.0006462428337428352,485.0,0.947265625,0.11987320333719254,0.0736934244632721,0.18128104507923126,0.0,12698907.0,23610.0,23610.0,23930.0,0.04673828125,0.95326171875,0.04611328125,0.95388671875
31,31,openb-pod-6965__rep0,24,1,scheduled,0.39418534876246536,1.0,-0.40950040950040734,-0.1963142417371273,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.0006782350532350545,484.0,0.9453125,0.12598629295825958,0.0778687372803688,0.18877345323562622,0.0,12699423.0,23930.0,23930.0,24930.0,0.04869140625,0.95130859375,0.04673828125,0.95326171875
32,32,openb-pod-6969__rep0,1,1,scheduled,-0.7117875362887514,1.0,-1.5151515151515138,-0.19663602113723755,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0007966062653562665,483.0,0.943359375,0.1263609677553177,0.07800489664077759,0.18890617787837982,0.0,12699989.0,24930.0,24930.0,25930.0,0.05064453125,0.94935546875,0.04869140625,0.95130859375
33,33,openb-pod-6970__rep0,1,1,scheduled,0.8026109151542187,1.0,-0.0,-0.19738908484578133,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0007966062653562665,482.0,0.94140625,0.12676551938056946,0.07806924730539322,0.18994340300559998,0.0,12700511.0,25930.0,25930.0,26740.0,0.0522265625,0.9477734375,0.05064453125,0.94935546875
34,34,openb-pod-6971__rep0,1,1,scheduled,0.7998549863696098,1.0,-0.0,-0.20014501363039017,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0007966062653562665,481.0,0.939453125,0.12947121262550354,0.07846863567829132,0.19235017895698547,0.0,12700534.0,26740.0,26740.0,27740.0,0.0541796875,0.9458203125,0.0522265625,0.9477734375
35,35,openb-pod-6972__rep0,1,1,scheduled,0.7952958941459656,1.0,-0.0,-0.20470410585403442,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0007966062653562665,480.0,0.9375,0.13362284004688263,0.07982784509658813,0.19595752656459808,0.0,12700571.0,27740.0,27740.0,28740.0,0.0561328125,0.9438671875,0.0541796875,0.9458203125
36,36,openb-pod-6973__rep0,1,1,scheduled,0.543404383607732,1.0,-0.24570024570025328,-0.2108953706920147,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.0008158015970515988,479.0,0.935546875,0.13918885588645935,0.0819012001156807,0.20070068538188934,0.0,12700799.0,28740.0,28740.0,29740.0,0.0580859375,0.9419140625,0.0561328125,0.9438671875
37,37,openb-pod-6975__rep0,1,1,scheduled,0.7784020528197289,1.0,-0.0,-0.22159794718027115,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.0008158015970515988,478.0,0.93359375,0.1510774940252304,0.08561702072620392,0.20650137960910797,0.0,12700980.0,29740.0,29740.0,30740.0,0.0600390625,0.9399609375,0.0580859375,0.9419140625
38,38,openb-pod-6978__rep0,23,1,scheduled,0.7764118313789368,1.0,-0.0,-0.22358816862106323,0.0,0.0,0.010851760851760872,0.010851760851760872,0.0,0.0008158015970515988,478.0,0.93359375,0.1523735374212265,0.08689181506633759,0.20791098475456238,0.0,12701642.0,30740.0,30740.0,30960.0,0.06046875,0.93953125,0.0600390625,0.9399609375
39,39,openb-pod-6979__rep0,1,1,scheduled,0.3636674241854676,1.0,-0.40950040950040734,-0.22683216631412506,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.0008477938165438181,477.0,0.931640625,0.15464022755622864,0.08725757896900177,0.21176652610301971,0.0,12701651.0,30960.0,30960.0,31550.0,0.06162109375,0.93837890625,0.06046875,0.93953125
40,40,openb-pod-6980__rep0,2,1,scheduled,-0.7418776634290349,1.0,-1.5151515151515138,-0.22672614827752113,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0009661650286650302,476.0,0.9296875,0.1546129286289215,0.08721467107534409,0.21162469685077667,0.0,12701695.0,31550.0,31550.0,32020.0,0.0625390625,0.9374609375,0.06162109375,0.93837890625
41,41,openb-pod-6981__rep0,2,1,scheduled,0.7727771550416946,1.0,-0.0,-0.22722284495830536,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0009661650286650302,476.0,0.9296875,0.15527501702308655,0.08743703365325928,0.2117336392402649,0.0,12701775.0,32020.0,32020.0,32490.0,0.06345703125,0.93654296875,0.0625390625,0.9374609375
42,42,openb-pod-6982__rep0,2,1,scheduled,0.77214165776968,1.0,-0.0,-0.22785834223031998,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0009661650286650302,475.0,0.927734375,0.1554059237241745,0.0875137448310852,0.21279701590538025,0.0,12701982.0,32490.0,32490.0,33490.0,0.06541015625,0.93458984375,0.06345703125,0.93654296875
43,43,openb-pod-6983__rep0,2,1,scheduled,0.771768357604742,1.0,-0.0,-0.22823164239525795,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0009661650286650302,474.0,0.92578125,0.15554744005203247,0.08754167705774307,0.21337416768074036,0.0,12702195.0,33490.0,33490.0,33810.0,0.06603515625,0.93396484375,0.06541015625,0.93458984375
44,44,openb-pod-6984__rep0,2,1,scheduled,0.7688292898237705,1.0,-0.0,-0.23117071017622948,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0009661650286650302,473.0,0.923828125,0.15787409245967865,0.08856356889009476,0.21590375900268555,0.0,12702205.0,33810.0,33810.0,34810.0,0.06798828125,0.93201171875,0.06603515625,0.93396484375
45,45,openb-pod-6985__rep0,2,1,scheduled,0.5186818931480515,1.0,-0.24570024570025328,-0.23561786115169525,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.0009853603603603624,472.0,0.921875,0.1614919900894165,0.09024205803871155,0.21950167417526245,0.0,12702258.0,34810.0,34810.0,35810.0,0.06994140625,0.93005859375,0.06798828125,0.93201171875
46,46,openb-pod-6986__rep0,2,1,scheduled,0.7562082223594189,1.0,-0.0,-0.24379177764058113,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.0009853603603603624,471.0,0.919921875,0.17008674144744873,0.0933803990483284,0.22411641478538513,0.0,12702385.0,35810.0,35810.0,36810.0,0.07189453125,0.92810546875,0.06994140625,0.93005859375
47,47,openb-pod-6988__rep0,2,1,scheduled,0.34055950061817253,1.0,-0.40950040950040734,-0.24994008988142014,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.0010173525798525818,470.0,0.91796875,0.1747765988111496,0.09541679918766022,0.22968678176403046,0.0,12702491.0,36810.0,36810.0,37810.0,0.07384765625,0.92615234375,0.07189453125,0.92810546875
48,48,openb-pod-6990__rep0,2,1,scheduled,0.7450390011072159,1.0,-0.0,-0.2549609988927841,0.0,0.0,0.010851760851760872,0.010851760851760872,0.0,0.0010173525798525818,470.0,0.91796875,0.179836243391037,0.09746988117694855,0.2326158732175827,0.0,12702584.0,37810.0,37810.0,38280.0,0.074765625,0.925234375,0.07384765625,0.92615234375
49,49,openb-pod-6991__rep0,3,1,scheduled,-0.7703672754719388,1.0,-1.5151515151515138,-0.25521576032042503,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0011357237919737938,469.0,0.916015625,0.17985041439533234,0.09807642549276352,0.2325046807527542,0.0,12702594.0,38280.0,38280.0,39280.0,0.07671875,0.92328125,0.074765625,0.925234375
50,50,openb-pod-6993__rep0,3,1,scheduled,0.7442312762141228,1.0,-0.0,-0.25576872378587723,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0011357237919737938,468.0,0.9140625,0.1800655871629715,0.09830054640769958,0.23317131400108337,0.0,12702712.0,39280.0,39280.0,40090.0,0.07830078125,0.9216992187499999,0.07671875,0.92328125
51,51,openb-pod-6994__rep0,3,1,scheduled,0.7432811409235001,1.0,-0.0,-0.25671885907649994,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0011357237919737938,467.0,0.912109375,0.1803724765777588,0.09855581820011139,0.2345094233751297,0.0,12703486.0,40090.0,40090.0,40900.0,0.0798828125,0.9201171875,0.07830078125,0.9216992187499999
52,52,openb-pod-6995__rep0,3,1,scheduled,0.742243517190218,1.0,-0.0,-0.25775648280978203,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0011357237919737938,466.0,0.91015625,0.18077056109905243,0.09884200245141983,0.2359004020690918,0.0,12703623.0,40900.0,40900.0,41490.0,0.08103515625,0.91896484375,0.0798828125,0.9201171875
53,53,openb-pod-6996__rep0,3,1,scheduled,0.49199526573024865,1.0,-0.24570024570025328,-0.26230448856949806,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.001154919123669126,465.0,0.908203125,0.18293705582618713,0.10263179987668991,0.23904012143611908,0.0,12703679.0,41490.0,41490.0,42490.0,0.08298828125,0.91701171875,0.08103515625,0.91896484375
54,54,openb-pod-6997__rep0,3,1,scheduled,0.7339692935347557,1.0,-0.0,-0.2660307064652443,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.001154919123669126,464.0,0.90625,0.18515263497829437,0.10606223344802856,0.24084654450416565,0.0,12703716.0,42490.0,42490.0,42960.0,0.08390625,0.91609375,0.08298828125,0.91701171875
55,55,openb-pod-7001__rep0,3,1,scheduled,0.31379041389961326,1.0,-0.40950040950040734,-0.2767091765999794,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.0011869113431613454,463.0,0.904296875,0.1924123764038086,0.1156393438577652,0.245366632938385,0.0,12704434.0,42960.0,42960.0,43960.0,0.085859375,0.914140625,0.08390625,0.91609375
56,56,openb-pod-7006__rep0,4,1,scheduled,-0.7916466179444921,1.0,-1.5151515151515138,-0.2764951027929783,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0013052825552825574,462.0,0.90234375,0.1922791600227356,0.11557679623365402,0.24513424932956696,0.0,12706453.0,43960.0,43960.0,44770.0,0.08744140625,0.91255859375,0.085859375,0.914140625
57,57,openb-pod-7007__rep0,4,1,scheduled,0.723428525030613,1.0,-0.0,-0.27657147496938705,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0013052825552825574,461.0,0.900390625,0.19223208725452423,0.11554120481014252,0.24536965787410736,0.0,12706835.0,44770.0,44770.0,45360.0,0.08859375,0.91140625,0.08744140625,0.91255859375
58,58,openb-pod-7012__rep0,4,1,scheduled,0.7229747958481312,1.0,-0.0,-0.2770252041518688,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0013052825552825574,460.0,0.8984375,0.19227129220962524,0.11553259938955307,0.24624651670455933,0.0,12707320.0,45360.0,45360.0,46170.0,0.09017578125,0.90982421875,0.08859375,0.91140625
59,59,openb-pod-7016__rep0,4,1,scheduled,0.7210340201854706,1.0,-0.0,-0.2789659798145294,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.0013052825552825574,459.0,0.896484375,0.19311866164207458,0.11661070585250854,0.2482025921344757,0.0,12707797.0,46170.0,46170.0,47170.0,0.09212890625,0.90787109375,0.09017578125,0.90982421875
60,60,openb-pod-7017__rep0,4,1,scheduled,0.47136777827941057,1.0,-0.24570024570025328,-0.28293197602033615,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.0013244778869778897,458.0,0.89453125,0.1950579732656479,0.1197037398815155,0.2511022388935089,0.0,12708393.0,47170.0,47170.0,48170.0,0.09408203125,0.90591796875,0.09212890625,0.90787109375
61,61,openb-pod-7018__rep0,4,1,scheduled,0.7089745476841927,1.0,-0.0,-0.29102545231580734,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.0013244778869778897,457.0,0.892578125,0.20057624578475952,0.1265612691640854,0.2549133896827698,0.0,12708721.0,48170.0,48170.0,49170.0,0.09603515625,0.90396484375,0.09408203125,0.90591796875
62,62,openb-pod-7019__rep0,4,1,scheduled,0.29127045290012443,1.0,-0.40950040950040734,-0.29922913759946823,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.001356470106470109,456.0,0.890625,0.20522047579288483,0.1336420178413391,0.2595957815647125,0.0,12708723.0,49170.0,49170.0,50170.0,0.09798828125,0.90201171875,0.09603515625,0.90396484375
63,63,openb-pod-7020__rep0,5,1,scheduled,-0.8146971087112558,1.0,-1.5151515151515138,-0.299545593559742,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.001474841318591321,455.0,0.888671875,0.20551259815692902,0.13425728678703308,0.25932130217552185,0.0,12708807.0,50170.0,50170.0,51170.0,0.09994140625,0.90005859375,0.09798828125,0.90201171875
64,64,openb-pod-7022__rep0,5,1,scheduled,0.6991850137710571,1.0,-0.0,-0.30081498622894287,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.001474841318591321,454.0,0.88671875,0.20650255680084229,0.13561514019966125,0.2595122754573822,0.0,12710096.0,51170.0,51170.0,51640.0,0.100859375,0.899140625,0.09994140625,0.90005859375
65,65,openb-pod-7023__rep0,5,1,scheduled,0.6972281262278557,1.0,-0.0,-0.3027718737721443,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.001474841318591321,454.0,0.88671875,0.2080019861459732,0.1376343071460724,0.25990745425224304,0.0,12710111.0,51640.0,51640.0,52110.0,0.10177734375,0.89822265625,0.100859375,0.899140625
66,66,openb-pod-7024__rep0,5,1,scheduled,0.6906026899814606,1.0,-0.0,-0.30939731001853943,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.001474841318591321,453.0,0.884765625,0.21342945098876953,0.14394229650497437,0.26142287254333496,0.0,12710280.0,52110.0,52110.0,53110.0,0.10373046875,0.89626953125,0.10177734375,0.89822265625
67,67,openb-pod-7025__rep0,5,1,scheduled,0.6887378692626953,1.0,-0.0,-0.3112621307373047,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.001474841318591321,452.0,0.8828125,0.21459846198558807,0.14461196959018707,0.26331382989883423,0.0,12710826.0,53110.0,53110.0,53920.0,0.1053125,0.8946875,0.10373046875,0.89626953125
68,68,openb-pod-7026__rep0,5,1,scheduled,0.44083812276326295,1.0,-0.24570024570025328,-0.31346163153648376,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.0014940366502866533,451.0,0.880859375,0.2158379703760147,0.14530004560947418,0.26578524708747864,0.0,12710902.0,53920.0,53920.0,54730.0,0.10689453125,0.89310546875,0.1053125,0.8946875
69,69,openb-pod-7027__rep0,3,1,scheduled,0.6816316470503807,1.0,-0.0,-0.3183683529496193,0.0,0.0,0.010851760851760872,0.010851760851760872,0.0,0.0014940366502866533,451.0,0.880859375,0.21923305094242096,0.14954441785812378,0.26795923709869385,0.0,12711631.0,54730.0,54730.0,55200.0,0.1078125,0.8921875,0.10689453125,0.89310546875
70,70,openb-pod-7028__rep0,5,1,scheduled,0.6791435480117798,1.0,-0.0,-0.3208564519882202,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.0014940366502866533,450.0,0.87890625,0.22051866352558136,0.15022887289524078,0.2709653675556183,0.0,12711818.0,55200.0,55200.0,56010.0,0.10939453125,0.89060546875,0.1078125,0.8921875
71,71,openb-pod-7030__rep0,5,1,scheduled,0.25920319126386726,1.0,-0.40950040950040734,-0.3312963992357254,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.0015260288697788726,449.0,0.876953125,0.2257212996482849,0.16144949197769165,0.27542200684547424,0.0,12712058.0,56010.0,56010.0,57010.0,0.11134765625,0.88865234375,0.10939453125,0.89060546875
