step,pod_index,pod_name,action,scheduled,reason,reward_total,reward_success,reward_fragmentation,reward_balance,reward_utilization,reward_slo,frag_before,frag_after,frag_delta,cluster_fragmentation_avg,cluster_full_free_gpu_count,cluster_full_free_gpu_ratio,sigma_cpu_util,sigma_mem_util,sigma_gpu_util,wait_time_ms,current_time,episode_requested_gpu_milli,episode_allocated_gpu_milli,used_gpu_milli,gar_capacity_live,unallocated_gpu_fraction_capacity_live,gar_capacity_cumulative,unallocated_gpu_fraction_capacity_cumulative
27,27,openb-pod-6961__rep0,2,1,scheduled,-174.3154224317115,1.0,-175.1023751023751,-0.2130473293364048,0.0,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.044542767199017196,488.0,0.953125,0.15608175098896027,0.07792467623949051,0.19208823144435883,0.0,12698247.0,20800.0,20800.0,21800.0,0.042578125,0.957421875,0.040625,0.959375
28,28,openb-pod-6962__rep0,3,1,scheduled,-0.7281842748775613,1.0,-1.5151515151515138,-0.21303275972604752,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.04466113841113841,487.0,0.951171875,0.15602201223373413,0.07789549231529236,0.19214801490306854,0.0,12698502.0,21800.0,21800.0,22610.0,0.04416015625,0.95583984375,0.042578125,0.957421875
29,29,openb-pod-6963__rep0,3,1,scheduled,0.7853129766881466,1.0,-0.0,-0.2146870233118534,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.04466113841113841,486.0,0.94921875,0.15667985379695892,0.07934428006410599,0.1933499127626419,0.0,12698776.0,22610.0,22610.0,23610.0,0.04611328125,0.95388671875,0.04416015625,0.95583984375
30,30,openb-pod-6964__rep0,2,1,scheduled,-18.385062130245874,1.0,-19.164619164619157,-0.2204429656267166,0.0,0.0,0.8863636363636364,0.9821867321867321,0.09582309582309578,0.046158374283374284,486.0,0.94921875,0.16302990913391113,0.081798255443573,0.1960577666759491,0.0,12698907.0,23610.0,23610.0,23930.0,0.04673828125,0.95326171875,0.04611328125,0.95388671875
31,31,openb-pod-6965__rep0,3,1,scheduled,0.7753037214279175,1.0,-0.0,-0.22469627857208252,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.046158374283374284,485.0,0.947265625,0.16494204103946686,0.08600607514381409,0.1984444409608841,0.0,12699423.0,23930.0,23930.0,24930.0,0.04869140625,0.95130859375,0.04673828125,0.95326171875
32,32,openb-pod-6969__rep0,3,1,scheduled,0.7686252258718014,1.0,-0.0,-0.23137477412819862,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.046158374283374284,484.0,0.9453125,0.16810481250286102,0.09264873713254929,0.20199599862098694,0.0,12699989.0,24930.0,24930.0,25930.0,0.05064453125,0.94935546875,0.04869140625,0.95130859375
33,33,openb-pod-6970__rep0,3,1,scheduled,0.5200867783506977,1.0,-0.24570024570025328,-0.234212975949049,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.046177569615069615,483.0,0.943359375,0.16920125484466553,0.09353872388601303,0.20568597316741943,0.0,12700511.0,25930.0,25930.0,26740.0,0.0522265625,0.9477734375,0.05064453125,0.94935546875
34,34,openb-pod-6971__rep0,3,1,scheduled,0.7584517747163773,1.0,-0.0,-0.24154822528362274,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.046177569615069615,482.0,0.94140625,0.1741853952407837,0.09772659838199615,0.21118445694446564,0.0,12700534.0,26740.0,26740.0,27740.0,0.0541796875,0.9458203125,0.0522265625,0.9477734375
35,35,openb-pod-6972__rep0,3,1,scheduled,0.3380367712809571,1.0,-0.40950040950040734,-0.25246281921863556,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.04620956183456183,481.0,0.939453125,0.1799767017364502,0.10729850828647614,0.2176504284143448,0.0,12700571.0,27740.0,27740.0,28740.0,0.0561328125,0.9438671875,0.0541796875,0.9458203125
36,36,openb-pod-6973__rep0,3,1,scheduled,-193.5319284938648,1.0,-194.26699426699426,-0.2649342268705368,0.0,0.0,0.010851760851760872,0.9821867321867321,0.9713349713349713,0.06138667076167076,480.0,0.9375,0.18673208355903625,0.11813594400882721,0.22500042617321014,0.0,12700799.0,28740.0,28740.0,29740.0,0.0580859375,0.9419140625,0.0561328125,0.9438671875
37,37,openb-pod-6975__rep0,4,1,scheduled,-0.7810507300450933,1.0,-1.5151515151515138,-0.2658992148935795,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.061505041973791974,479.0,0.935546875,0.18751491606235504,0.11925321072340012,0.2250303030014038,0.0,12700980.0,29740.0,29740.0,30740.0,0.0600390625,0.9399609375,0.0580859375,0.9419140625
38,38,openb-pod-6978__rep0,4,1,scheduled,0.7331294156610966,1.0,-0.0,-0.2668705843389034,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.061505041973791974,478.0,0.93359375,0.18808527290821075,0.12047580629587173,0.22518008947372437,0.0,12701642.0,30740.0,30740.0,30960.0,0.06046875,0.93953125,0.0600390625,0.9399609375
39,39,openb-pod-6979__rep0,4,1,scheduled,0.7323460504412651,1.0,-0.0,-0.2676539495587349,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.061505041973791974,478.0,0.93359375,0.1886332631111145,0.12083874642848969,0.2258358895778656,0.0,12701651.0,30960.0,30960.0,31550.0,0.06162109375,0.93837890625,0.06046875,0.93953125
40,40,openb-pod-6980__rep0,4,1,scheduled,0.7298635430634022,1.0,-0.0,-0.2701364569365978,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.061505041973791974,477.0,0.931640625,0.19040840864181519,0.12324327975511551,0.22662122547626495,0.0,12701695.0,31550.0,31550.0,32020.0,0.0625390625,0.9374609375,0.06162109375,0.93837890625
41,41,openb-pod-6981__rep0,4,1,scheduled,0.7266517356038094,1.0,-0.0,-0.27334826439619064,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.061505041973791974,477.0,0.931640625,0.1927221566438675,0.1263372153043747,0.2276371568441391,0.0,12701775.0,32020.0,32020.0,32490.0,0.06345703125,0.93654296875,0.0625390625,0.9374609375
42,42,openb-pod-6982__rep0,4,1,scheduled,0.7246805503964424,1.0,-0.0,-0.2753194496035576,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.061505041973791974,476.0,0.9296875,0.193048357963562,0.12703922390937805,0.2305513173341751,0.0,12701982.0,32490.0,32490.0,33490.0,0.06541015625,0.93458984375,0.06345703125,0.93654296875
43,43,openb-pod-6983__rep0,4,1,scheduled,0.47812136451207277,1.0,-0.24570024570025328,-0.27617838978767395,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.061524237305487305,475.0,0.927734375,0.1933826208114624,0.12727892398834229,0.2316952347755432,0.0,12702195.0,33490.0,33490.0,33810.0,0.06603515625,0.93396484375,0.06541015625,0.93458984375
44,44,openb-pod-6984__rep0,4,1,scheduled,0.7162720486521721,1.0,-0.0,-0.2837279513478279,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.061524237305487305,474.0,0.92578125,0.19770781695842743,0.13384053111076355,0.23590755462646484,0.0,12702205.0,33810.0,33810.0,34810.0,0.06798828125,0.93201171875,0.06603515625,0.93396484375
45,45,openb-pod-6985__rep0,4,1,scheduled,0.2975804688169488,1.0,-0.40950040950040734,-0.2929191216826439,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.06155622952497952,473.0,0.923828125,0.2029929757118225,0.14180022478103638,0.2410450428724289,0.0,12702258.0,34810.0,34810.0,35810.0,0.06994140625,0.93005859375,0.06798828125,0.93201171875
46,46,openb-pod-6986__rep0,4,1,scheduled,-141.07639573497985,1.0,-141.76904176904176,-0.3073539659380913,0.0,0.0,0.010851760851760872,0.7196969696969697,0.7088452088452089,0.07263193591318591,472.0,0.921875,0.21365675330162048,0.15400123596191406,0.247049942612648,0.0,12702385.0,35810.0,35810.0,36810.0,0.07189453125,0.92810546875,0.06994140625,0.93005859375
47,47,openb-pod-6988__rep0,5,1,scheduled,-0.8224047194376123,1.0,-1.5151515151515138,-0.3072532042860985,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.07275030712530713,471.0,0.919921875,0.21353405714035034,0.15400439500808716,0.24696795642375946,0.0,12702491.0,36810.0,36810.0,37810.0,0.07384765625,0.92615234375,0.07189453125,0.92810546875
48,48,openb-pod-6990__rep0,4,1,scheduled,-51.81253019666006,1.0,-52.49795249795248,-0.31457769870758057,0.0,0.0,0.7196969696969697,0.9821867321867321,0.2624897624897624,0.07685170966420966,471.0,0.919921875,0.21874617040157318,0.16034282743930817,0.2500663995742798,0.0,12702584.0,37810.0,37810.0,38280.0,0.074765625,0.925234375,0.07384765625,0.92615234375
49,49,openb-pod-6991__rep0,5,1,scheduled,0.68403010815382,1.0,-0.0,-0.31596989184617996,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.07685170966420966,470.0,0.91796875,0.2194097489118576,0.1615922749042511,0.2509377598762512,0.0,12702594.0,38280.0,38280.0,39280.0,0.07671875,0.92328125,0.074765625,0.925234375
50,50,openb-pod-6993__rep0,5,1,scheduled,0.683031901717186,1.0,-0.0,-0.316968098282814,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.07685170966420966,469.0,0.916015625,0.2197675108909607,0.16182824969291687,0.2523404359817505,0.0,12702712.0,39280.0,39280.0,40090.0,0.07830078125,0.9216992187499999,0.07671875,0.92328125
51,51,openb-pod-6994__rep0,5,1,scheduled,0.6816803589463234,1.0,-0.0,-0.3183196410536766,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.07685170966420966,468.0,0.9140625,0.22020001709461212,0.16208317875862122,0.2543560862541199,0.0,12703486.0,40090.0,40090.0,40900.0,0.0798828125,0.9201171875,0.07830078125,0.9216992187499999
52,52,openb-pod-6995__rep0,5,1,scheduled,0.4346669335147011,1.0,-0.24570024570025328,-0.3196328207850456,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.07687090499590499,467.0,0.912109375,0.2207067906856537,0.162356898188591,0.25620195269584656,0.0,12703623.0,40900.0,40900.0,41490.0,0.08103515625,0.91896484375,0.0798828125,0.9201171875
53,53,openb-pod-6996__rep0,5,1,scheduled,0.6756437495350838,1.0,-0.0,-0.32435625046491623,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.07687090499590499,466.0,0.91015625,0.22312580049037933,0.1655503809452057,0.26003631949424744,0.0,12703679.0,41490.0,41490.0,42490.0,0.08298828125,0.91701171875,0.08103515625,0.91896484375
54,54,openb-pod-6997__rep0,5,1,scheduled,0.26262267993230903,1.0,-0.40950040950040734,-0.32787691056728363,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.07690289721539721,465.0,0.908203125,0.22539497911930084,0.16822288930416107,0.26213595271110535,0.0,12703716.0,42490.0,42490.0,42960.0,0.08390625,0.91609375,0.08298828125,0.91701171875
55,55,openb-pod-7001__rep0,5,1,scheduled,-151.42600655815673,1.0,-152.0884520884521,-0.337554469704628,0.0,0.0,0.010851760851760872,0.7712940212940214,0.7604422604422605,0.08878480753480752,464.0,0.90625,0.23241525888442993,0.17548349499702454,0.2672101855278015,0.0,12704434.0,42960.0,42960.0,43960.0,0.085859375,0.914140625,0.08390625,0.91609375
56,56,openb-pod-7006__rep0,6,1,scheduled,-0.8525065104618204,1.0,-1.5151515151515138,-0.33735499531030655,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.08890317874692874,463.0,0.904296875,0.23228783905506134,0.17542535066604614,0.2669968008995056,0.0,12706453.0,43960.0,43960.0,44770.0,0.08744140625,0.91255859375,0.085859375,0.914140625
57,57,openb-pod-7007__rep0,6,1,scheduled,0.6625851318240166,1.0,-0.0,-0.33741486817598343,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.08890317874692874,462.0,0.90234375,0.2322317659854889,0.1753850132226944,0.26721295714378357,0.0,12706835.0,44770.0,44770.0,45360.0,0.08859375,0.91140625,0.08744140625,0.91255859375
58,58,openb-pod-7012__rep0,6,1,scheduled,0.6621860638260841,1.0,-0.0,-0.33781393617391586,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.08890317874692874,461.0,0.900390625,0.23224708437919617,0.1753624528646469,0.26801833510398865,0.0,12707320.0,45360.0,45360.0,46170.0,0.09017578125,0.90982421875,0.08859375,0.91140625
59,59,openb-pod-7016__rep0,6,1,scheduled,0.6606844291090965,1.0,-0.0,-0.3393155708909035,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.08890317874692874,460.0,0.8984375,0.23288781940937042,0.17592665553092957,0.26981666684150696,0.0,12707797.0,46170.0,46170.0,47170.0,0.09212890625,0.90787109375,0.09017578125,0.90982421875
60,60,openb-pod-7017__rep0,6,1,scheduled,0.41191496888600465,1.0,-0.24570024570025328,-0.34238478541374207,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.08892237407862408,459.0,0.896484375,0.23443759977817535,0.17784558236598969,0.2724863886833191,0.0,12708393.0,47170.0,47170.0,48170.0,0.09408203125,0.90591796875,0.09212890625,0.90787109375
61,61,openb-pod-7018__rep0,6,1,scheduled,0.6513517498970032,1.0,-0.0,-0.3486482501029968,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.08892237407862408,458.0,0.89453125,0.2389497011899948,0.18234442174434662,0.2760023772716522,0.0,12708721.0,48170.0,48170.0,49170.0,0.09603515625,0.90396484375,0.09408203125,0.90591796875
62,62,openb-pod-7019__rep0,6,1,scheduled,0.23533726797838295,1.0,-0.40950040950040734,-0.3551623225212097,0.0,0.0,0.008804258804258835,0.010851760851760872,0.0020475020475020367,0.08895436629811629,457.0,0.892578125,0.24280253052711487,0.18718934059143066,0.2803327739238739,0.0,12708723.0,49170.0,49170.0,50170.0,0.09798828125,0.90201171875,0.09603515625,0.90396484375
63,63,openb-pod-7020__rep0,6,1,scheduled,-174.4681779790264,1.0,-175.1023751023751,-0.3658028766512871,0.0,0.0,0.010851760851760872,0.8863636363636364,0.8755118755118755,0.10263423935298935,456.0,0.890625,0.2509240508079529,0.19524122774600983,0.28544047474861145,0.0,12708807.0,50170.0,50170.0,51170.0,0.09994140625,0.90005859375,0.09798828125,0.90201171875
64,64,openb-pod-7022__rep0,5,1,scheduled,-22.384455966172048,1.0,-23.013923013922998,-0.37053295224905014,0.0,0.0,0.7712940212940214,0.8863636363636364,0.115069615069615,0.10443220208845208,456.0,0.890625,0.25428250432014465,0.19889654219150543,0.2878868579864502,0.0,12710096.0,51170.0,51170.0,51640.0,0.100859375,0.899140625,0.09994140625,0.90005859375
65,65,openb-pod-7023__rep0,7,1,scheduled,-0.8853646661296022,1.0,-1.5151515151515138,-0.3702131509780884,0.0,0.0,0.0,0.007575757575757569,0.007575757575757569,0.1045505733005733,455.0,0.888671875,0.2540401518344879,0.1987287700176239,0.28765738010406494,0.0,12710111.0,51640.0,51640.0,52110.0,0.10177734375,0.89822265625,0.100859375,0.899140625
66,66,openb-pod-7024__rep0,7,1,scheduled,0.628600038588047,1.0,-0.0,-0.371399961411953,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.1045505733005733,454.0,0.88671875,0.2551121711730957,0.19990481436252594,0.2877829372882843,0.0,12710280.0,52110.0,52110.0,53110.0,0.10373046875,0.89626953125,0.10177734375,0.89822265625
67,67,openb-pod-7025__rep0,7,1,scheduled,0.6279412433505058,1.0,-0.0,-0.37205875664949417,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.1045505733005733,453.0,0.884765625,0.25551748275756836,0.20010419189929962,0.28849583864212036,0.0,12710826.0,53110.0,53110.0,53920.0,0.1053125,0.8946875,0.10373046875,0.89626953125
68,68,openb-pod-7026__rep0,7,1,scheduled,0.6269711926579475,1.0,-0.0,-0.37302880734205246,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.1045505733005733,452.0,0.8828125,0.25598686933517456,0.20031894743442535,0.289751797914505,0.0,12710902.0,53920.0,53920.0,54730.0,0.10689453125,0.89310546875,0.1053125,0.8946875
69,69,openb-pod-7027__rep0,7,1,scheduled,0.6250261515378952,1.0,-0.0,-0.3749738484621048,0.0,0.0,0.007575757575757569,0.007575757575757569,0.0,0.1045505733005733,452.0,0.8828125,0.2574637830257416,0.20175710320472717,0.29072681069374084,0.0,12711631.0,54730.0,54730.0,55200.0,0.1078125,0.8921875,0.10689453125,0.89310546875
70,70,openb-pod-7028__rep0,7,1,scheduled,0.3777737338324654,1.0,-0.24570024570025328,-0.37652602046728134,0.0,0.0,0.007575757575757569,0.008804258804258835,0.0012285012285012664,0.10456976863226863,451.0,0.880859375,0.25815707445144653,0.20206968486309052,0.29282528162002563,0.0,12711818.0,55200.0,55200.0,56010.0,0.10939453125,0.89060546875,0.1078125,0.8921875
71,71,openb-pod-7030__rep0,7,1,scheduled,0.6173830702900887,1.0,-0.0,-0.38261692970991135,0.0,0.0,0.008804258804258835,0.008804258804258835,0.0,0.10456976863226863,450.0,0.87890625,0.26117950677871704,0.20792360603809357,0.2961307466030121,0.0,12712058.0,56010.0,56010.0,57010.0,0.11134765625,0.88865234375,0.10939453125,0.89060546875
