node_id,sn,cpu_milli,memory_mib,gpu,model,is_gpu_node
690,openb-node-0690,96000,393216,8,G2,1
691,openb-node-0691,104000,524288,2,T4,1
692,openb-node-0692,104000,524288,2,T4,1
693,openb-node-0693,104000,524288,2,T4,1
694,openb-node-0694,104000,524288,2,T4,1
695,openb-node-0695,104000,524288,2,T4,1
696,openb-node-0696,104000,524288,2,T4,1
697,openb-node-0697,104000,524288,2,T4,1
698,openb-node-0698,104000,524288,2,T4,1
699,openb-node-0699,104000,524288,2,T4,1
700,openb-node-0700,104000,524288,2,T4,1
701,openb-node-0701,104000,524288,0,CPU-only,0
702,openb-node-0702,96000,393216,8,G2,1
703,openb-node-0703,96000,393216,8,G2,1
704,openb-node-0704,96000,393216,8,G2,1
705,openb-node-0705,96000,393216,8,G2,1
706,openb-node-0706,96000,393216,8,G2,1
707,openb-node-0707,96000,393216,8,G2,1
708,openb-node-0708,96000,393216,8,G2,1
709,openb-node-0709,96000,393216,8,G2,1
710,openb-node-0710,96000,393216,8,G2,1
711,openb-node-0711,96000,393216,8,G2,1
712,openb-node-0712,96000,393216,8,G2,1
713,openb-node-0713,96000,393216,8,G2,1
714,openb-node-0714,96000,393216,8,G2,1
715,openb-node-0715,96000,393216,8,G2,1
716,openb-node-0716,96000,393216,8,G2,1
717,openb-node-0717,96000,393216,8,G2,1
718,openb-node-0718,8000,32768,1,V100M16,1
719,openb-node-0719,64000,262144,0,CPU-only,0
720,openb-node-0720,64000,262144,0,CPU-only,0
721,openb-node-0721,96000,393216,8,G2,1
722,openb-node-0722,96000,393216,8,G2,1
723,openb-node-0723,16000,122880,2,P100,1
724,openb-node-0724,8000,61440,1,P100,1
725,openb-node-0725,104000,524288,2,T4,1
726,openb-node-0726,104000,524288,2,T4,1
727,openb-node-0727,104000,524288,2,T4,1
728,openb-node-0728,96000,393216,8,G2,1
729,openb-node-0729,96000,393216,8,G2,1
730,openb-node-0730,96000,393216,8,G2,1
731,openb-node-0731,64000,262144,0,CPU-only,0
732,openb-node-0732,104000,524288,2,T4,1
733,openb-node-0733,104000,524288,2,T4,1
734,openb-node-0734,104000,524288,2,T4,1
735,openb-node-0735,104000,524288,2,T4,1
736,openb-node-0736,16000,122880,2,P100,1
737,openb-node-0737,16000,122880,2,P100,1
738,openb-node-0738,32000,131072,0,CPU-only,0
739,openb-node-0739,8000,32768,1,V100M16,1
740,openb-node-0740,96000,393216,8,G2,1
741,openb-node-0741,96000,393216,8,G2,1
742,openb-node-0742,128000,786432,8,G3,1
743,openb-node-0743,96000,393216,8,G2,1
744,openb-node-0744,96000,393216,8,G2,1
745,openb-node-0745,96000,393216,8,G2,1
746,openb-node-0746,96000,393216,8,G2,1
747,openb-node-0747,96000,393216,8,G2,1
748,openb-node-0748,96000,393216,8,G2,1
749,openb-node-0749,96000,393216,8,G2,1
750,openb-node-0750,16000,122880,2,P100,1
751,openb-node-0751,32000,65536,0,CPU-only,0
752,openb-node-0752,32000,131072,4,V100M16,1
753,openb-node-0753,96000,393216,8,G2,1
754,openb-node-0754,96000,393216,8,G2,1
755,openb-node-0755,96000,393216,8,G2,1
756,openb-node-0756,8000,32768,1,V100M16,1
757,openb-node-0757,96000,786432,8,V100M32,1
758,openb-node-0758,96000,524288,0,CPU-only,0
759,openb-node-0759,96000,524288,0,CPU-only,0
760,openb-node-0760,96000,393216,8,G2,1
761,openb-node-0761,96000,393216,8,G2,1
762,openb-node-0762,96000,393216,8,G2,1
763,openb-node-0763,96000,393216,8,G2,1
764,openb-node-0764,96000,393216,8,G2,1
765,openb-node-0765,96000,393216,8,G2,1
766,openb-node-0766,96000,393216,8,G2,1
767,openb-node-0767,96000,393216,8,G2,1
768,openb-node-0768,96000,393216,8,G2,1
769,openb-node-0769,96000,393216,8,G2,1
770,openb-node-0770,32000,131072,0,CPU-only,0
771,openb-node-0771,104000,524288,0,CPU-only,0
772,openb-node-0772,96000,393216,8,G2,1
773,openb-node-0773,32000,131072,0,CPU-only,0
774,openb-node-0774,96000,393216,8,G2,1
775,openb-node-0775,96000,393216,8,G2,1
776,openb-node-0776,104000,524288,2,T4,1
777,openb-node-0777,96000,786432,8,V100M32,1
778,openb-node-0778,96000,393216,8,G2,1
779,openb-node-0779,96000,393216,8,G2,1
780,openb-node-0780,32000,131072,0,CPU-only,0
781,openb-node-0781,104000,524288,2,T4,1
782,openb-node-0782,104000,524288,2,T4,1
783,openb-node-0783,104000,524288,2,T4,1
784,openb-node-0784,96000,393216,8,G2,1
785,openb-node-0785,96000,393216,8,G2,1
786,openb-node-0786,104000,524288,0,CPU-only,0
787,openb-node-0787,96000,393216,4,T4,1
788,openb-node-0788,104000,524288,2,T4,1
789,openb-node-0789,104000,524288,2,T4,1
790,openb-node-0790,104000,524288,2,T4,1
791,openb-node-0791,104000,524288,2,T4,1
792,openb-node-0792,104000,524288,2,T4,1
793,openb-node-0793,104000,524288,2,T4,1
794,openb-node-0794,104000,524288,2,T4,1
795,openb-node-0795,16000,122880,2,P100,1
796,openb-node-0796,96000,393216,8,G2,1
797,openb-node-0797,16000,122880,2,P100,1
798,openb-node-0798,16000,122880,2,P100,1
799,openb-node-0799,96000,393216,8,G2,1
800,openb-node-0800,96000,393216,8,G2,1
801,openb-node-0801,96000,393216,8,G2,1
802,openb-node-0802,96000,393216,8,G2,1
803,openb-node-0803,96000,393216,8,G2,1
804,openb-node-0804,96000,393216,8,G2,1
805,openb-node-0805,96000,393216,8,G2,1
806,openb-node-0806,96000,393216,8,G2,1
807,openb-node-0807,104000,524288,2,T4,1
808,openb-node-0808,16000,122880,2,P100,1
809,openb-node-0809,16000,122880,2,P100,1
810,openb-node-0810,96000,393216,8,G2,1
811,openb-node-0811,96000,393216,8,G2,1
812,openb-node-0812,32000,131072,4,V100M16,1
813,openb-node-0813,96000,393216,4,T4,1
814,openb-node-0814,96000,393216,8,G2,1
815,openb-node-0815,96000,393216,8,G2,1
816,openb-node-0816,96000,393216,8,G2,1
817,openb-node-0817,16000,122880,2,P100,1
818,openb-node-0818,8000,32768,1,V100M16,1
819,openb-node-0819,16000,122880,2,P100,1
820,openb-node-0820,96000,524288,0,CPU-only,0
821,openb-node-0821,96000,524288,0,CPU-only,0
822,openb-node-0822,96000,524288,0,CPU-only,0
823,openb-node-0823,96000,393216,8,G2,1
824,openb-node-0824,64000,262144,0,CPU-only,0
825,openb-node-0825,104000,524288,2,T4,1
826,openb-node-0826,104000,524288,2,T4,1
827,openb-node-0827,32000,131072,0,CPU-only,0
828,openb-node-0828,96000,393216,8,G2,1
829,openb-node-0829,96000,393216,8,G2,1
830,openb-node-0830,96000,393216,8,G2,1
831,openb-node-0831,128000,786432,8,G3,1
832,openb-node-0832,8000,32768,1,V100M16,1
833,openb-node-0833,104000,524288,2,T4,1
834,openb-node-0834,104000,524288,2,T4,1
835,openb-node-0835,104000,524288,2,T4,1
836,openb-node-0836,96000,393216,8,G2,1
837,openb-node-0837,96000,393216,8,G2,1
838,openb-node-0838,16000,122880,2,P100,1
839,openb-node-0839,64000,262144,8,V100M16,1
840,openb-node-0840,128000,786432,8,G3,1
841,openb-node-0841,128000,786432,8,G3,1
842,openb-node-0842,96000,393216,8,G2,1
843,openb-node-0843,96000,393216,8,G2,1
844,openb-node-0844,104000,524288,2,T4,1
845,openb-node-0845,96000,393216,8,G2,1
846,openb-node-0846,96000,393216,8,G2,1
847,openb-node-0847,96000,393216,8,G2,1
848,openb-node-0848,104000,524288,2,T4,1
849,openb-node-0849,104000,524288,2,T4,1
850,openb-node-0850,104000,524288,2,T4,1
851,openb-node-0851,104000,524288,2,T4,1
852,openb-node-0852,104000,524288,2,T4,1
853,openb-node-0853,104000,524288,2,T4,1
854,openb-node-0854,104000,524288,2,T4,1
855,openb-node-0855,104000,524288,2,T4,1
856,openb-node-0856,104000,524288,2,T4,1
857,openb-node-0857,104000,524288,2,T4,1
858,openb-node-0858,104000,524288,2,T4,1
859,openb-node-0859,104000,524288,2,T4,1
860,openb-node-0860,104000,524288,2,T4,1
861,openb-node-0861,104000,524288,2,T4,1
862,openb-node-0862,104000,524288,2,T4,1
863,openb-node-0863,104000,524288,2,T4,1
864,openb-node-0864,104000,524288,0,CPU-only,0
865,openb-node-0865,64000,131072,0,CPU-only,0
866,openb-node-0866,64000,131072,0,CPU-only,0
867,openb-node-0867,8000,32768,1,V100M16,1
868,openb-node-0868,96000,393216,8,G2,1
869,openb-node-0869,104000,524288,2,T4,1
870,openb-node-0870,104000,524288,2,T4,1
871,openb-node-0871,104000,524288,2,T4,1
872,openb-node-0872,104000,524288,2,T4,1
873,openb-node-0873,96000,393216,4,T4,1
874,openb-node-0874,104000,524288,2,T4,1
875,openb-node-0875,104000,524288,2,T4,1
876,openb-node-0876,104000,524288,2,T4,1
877,openb-node-0877,104000,524288,2,T4,1
878,openb-node-0878,104000,524288,2,T4,1
879,openb-node-0879,104000,524288,2,T4,1
880,openb-node-0880,104000,524288,2,T4,1
881,openb-node-0881,96000,393216,8,G2,1
882,openb-node-0882,96000,393216,8,G2,1
883,openb-node-0883,96000,393216,8,G2,1
884,openb-node-0884,96000,393216,8,G2,1
885,openb-node-0885,96000,393216,8,G2,1
886,openb-node-0886,96000,393216,8,G2,1
887,openb-node-0887,96000,393216,8,G2,1
888,openb-node-0888,32000,131072,4,V100M16,1
889,openb-node-0889,32000,131072,4,V100M16,1
890,openb-node-0890,16000,122880,2,P100,1
891,openb-node-0891,16000,122880,2,P100,1
892,openb-node-0892,16000,122880,2,P100,1
893,openb-node-0893,16000,122880,2,P100,1
894,openb-node-0894,16000,122880,2,P100,1
895,openb-node-0895,96000,393216,8,G2,1
896,openb-node-0896,104000,524288,2,T4,1
897,openb-node-0897,104000,524288,2,T4,1
898,openb-node-0898,104000,524288,2,T4,1
899,openb-node-0899,104000,524288,2,T4,1
900,openb-node-0900,104000,524288,2,T4,1
901,openb-node-0901,104000,524288,2,T4,1
902,openb-node-0902,104000,524288,2,T4,1
903,openb-node-0903,104000,524288,2,T4,1
904,openb-node-0904,104000,524288,2,T4,1
905,openb-node-0905,104000,524288,2,T4,1
906,openb-node-0906,104000,524288,2,T4,1
907,openb-node-0907,104000,524288,2,T4,1
908,openb-node-0908,104000,524288,2,T4,1
909,openb-node-0909,104000,524288,2,T4,1
910,openb-node-0910,104000,524288,2,T4,1
911,openb-node-0911,104000,524288,2,T4,1
912,openb-node-0912,104000,524288,2,T4,1
913,openb-node-0913,104000,524288,2,T4,1
914,openb-node-0914,104000,524288,2,T4,1
915,openb-node-0915,104000,524288,2,T4,1
916,openb-node-0916,128000,786432,8,G3,1
917,openb-node-0917,96000,393216,8,G2,1
918,openb-node-0918,32000,131072,4,V100M16,1
919,openb-node-0919,96000,393216,8,G2,1
920,openb-node-0920,96000,393216,8,G2,1
921,openb-node-0921,96000,393216,8,G2,1
922,openb-node-0922,96000,393216,8,G2,1
923,openb-node-0923,96000,393216,8,G2,1
924,openb-node-0924,96000,393216,8,G2,1
925,openb-node-0925,96000,393216,8,G2,1
926,openb-node-0926,96000,393216,8,G2,1
927,openb-node-0927,96000,393216,8,G2,1
928,openb-node-0928,96000,393216,8,G2,1
929,openb-node-0929,96000,393216,8,G2,1
930,openb-node-0930,96000,393216,8,G2,1
931,openb-node-0931,96000,393216,8,G2,1
932,openb-node-0932,96000,393216,8,G2,1
933,openb-node-0933,96000,524288,0,CPU-only,0
934,openb-node-0934,104000,524288,2,T4,1
935,openb-node-0935,104000,524288,2,T4,1
936,openb-node-0936,104000,524288,2,T4,1
937,openb-node-0937,82000,344064,8,V100M16,1
938,openb-node-0938,96000,393216,8,G2,1
939,openb-node-0939,96000,393216,8,G2,1
940,openb-node-0940,96000,393216,8,G2,1
941,openb-node-0941,96000,393216,8,G2,1
942,openb-node-0942,16000,122880,2,P100,1
943,openb-node-0943,128000,786432,8,G3,1
944,openb-node-0944,104000,524288,0,CPU-only,0
945,openb-node-0945,104000,524288,2,T4,1
946,openb-node-0946,96000,393216,8,G2,1
947,openb-node-0947,96000,393216,8,G2,1
948,openb-node-0948,104000,524288,0,CPU-only,0
949,openb-node-0949,104000,524288,0,CPU-only,0
950,openb-node-0950,128000,786432,8,G3,1
951,openb-node-0951,96000,393216,8,G2,1
952,openb-node-0952,96000,393216,8,G2,1
953,openb-node-0953,96000,393216,8,G2,1
954,openb-node-0954,96000,393216,8,G2,1
955,openb-node-0955,32000,131072,4,V100M16,1
956,openb-node-0956,104000,524288,2,T4,1
957,openb-node-0957,104000,524288,2,T4,1
958,openb-node-0958,104000,524288,2,T4,1
959,openb-node-0959,104000,524288,2,T4,1
960,openb-node-0960,104000,524288,2,T4,1
961,openb-node-0961,104000,524288,2,T4,1
962,openb-node-0962,104000,524288,2,T4,1
963,openb-node-0963,104000,524288,2,T4,1
964,openb-node-0964,104000,524288,2,T4,1
965,openb-node-0965,104000,524288,2,T4,1
966,openb-node-0966,104000,524288,2,T4,1
967,openb-node-0967,104000,524288,2,T4,1
968,openb-node-0968,104000,524288,2,T4,1
969,openb-node-0969,104000,524288,2,T4,1
970,openb-node-0970,104000,524288,2,T4,1
971,openb-node-0971,104000,524288,2,T4,1
972,openb-node-0972,104000,524288,2,T4,1
973,openb-node-0973,104000,524288,2,T4,1
974,openb-node-0974,104000,524288,2,T4,1
975,openb-node-0975,96000,393216,8,G2,1
976,openb-node-0976,96000,393216,8,G2,1
977,openb-node-0977,64000,262144,0,CPU-only,0
978,openb-node-0978,16000,122880,2,P100,1
979,openb-node-0979,96000,393216,8,G2,1
980,openb-node-0980,96000,393216,8,G2,1
981,openb-node-0981,8000,32768,1,V100M16,1
982,openb-node-0982,104000,524288,2,T4,1
983,openb-node-0983,104000,524288,2,T4,1
984,openb-node-0984,104000,524288,2,T4,1
985,openb-node-0985,104000,524288,2,T4,1
986,openb-node-0986,104000,524288,2,T4,1
987,openb-node-0987,104000,524288,2,T4,1
988,openb-node-0988,104000,524288,2,T4,1
989,openb-node-0989,104000,524288,2,T4,1
990,openb-node-0990,104000,524288,2,T4,1
991,openb-node-0991,104000,524288,2,T4,1
992,openb-node-0992,104000,524288,2,T4,1
993,openb-node-0993,104000,524288,2,T4,1
994,openb-node-0994,104000,524288,2,T4,1
995,openb-node-0995,104000,524288,2,T4,1
996,openb-node-0996,104000,524288,2,T4,1
997,openb-node-0997,104000,524288,2,T4,1
998,openb-node-0998,104000,524288,2,T4,1
999,openb-node-0999,104000,524288,2,T4,1
1000,openb-node-1000,104000,524288,2,T4,1
1001,openb-node-1001,104000,524288,2,T4,1
1002,openb-node-1002,96000,393216,8,G2,1
1003,openb-node-1003,96000,393216,8,G2,1
1004,openb-node-1004,96000,393216,8,G2,1
1005,openb-node-1005,96000,393216,8,G2,1
1006,openb-node-1006,64000,262144,0,CPU-only,0
1007,openb-node-1007,104000,524288,2,T4,1
1008,openb-node-1008,104000,524288,2,T4,1
1009,openb-node-1009,104000,524288,0,CPU-only,0
1010,openb-node-1010,96000,393216,8,G2,1
1011,openb-node-1011,96000,393216,8,G2,1
1012,openb-node-1012,96000,393216,8,G2,1
1013,openb-node-1013,96000,393216,8,G2,1
1014,openb-node-1014,96000,393216,8,G2,1
1015,openb-node-1015,96000,393216,8,G2,1
1016,openb-node-1016,96000,393216,8,G2,1
1017,openb-node-1017,96000,393216,8,G2,1
1018,openb-node-1018,104000,524288,2,T4,1
1019,openb-node-1019,104000,524288,2,T4,1
1020,openb-node-1020,104000,524288,2,T4,1
1021,openb-node-1021,104000,524288,2,T4,1
1022,openb-node-1022,104000,524288,2,T4,1
1023,openb-node-1023,104000,524288,2,T4,1
1024,openb-node-1024,104000,524288,2,T4,1
1025,openb-node-1025,104000,524288,2,T4,1
1026,openb-node-1026,104000,524288,2,T4,1
1027,openb-node-1027,104000,524288,2,T4,1
1028,openb-node-1028,104000,524288,2,T4,1
1029,openb-node-1029,104000,524288,2,T4,1
1030,openb-node-1030,104000,524288,2,T4,1
1031,openb-node-1031,104000,524288,2,T4,1
1032,openb-node-1032,96000,393216,8,G2,1
1033,openb-node-1033,96000,393216,8,G2,1
1034,openb-node-1034,96000,393216,8,G2,1
1035,openb-node-1035,96000,393216,8,G2,1
1036,openb-node-1036,96000,393216,8,G2,1
1037,openb-node-1037,8000,32768,1,V100M16,1
1038,openb-node-1038,104000,524288,2,T4,1
1039,openb-node-1039,104000,524288,2,T4,1
1040,openb-node-1040,96000,393216,8,G2,1
1041,openb-node-1041,96000,393216,8,G2,1
1042,openb-node-1042,96000,393216,8,G2,1
1043,openb-node-1043,96000,393216,8,G2,1
1044,openb-node-1044,32000,131072,0,CPU-only,0
1045,openb-node-1045,104000,524288,2,T4,1
1046,openb-node-1046,104000,524288,2,T4,1
1047,openb-node-1047,104000,524288,2,T4,1
1048,openb-node-1048,104000,524288,2,T4,1
1049,openb-node-1049,104000,524288,2,T4,1
1050,openb-node-1050,104000,524288,2,T4,1
1051,openb-node-1051,104000,524288,2,T4,1
1052,openb-node-1052,104000,524288,2,T4,1
1053,openb-node-1053,96000,393216,8,G2,1
1054,openb-node-1054,96000,393216,8,G2,1
1055,openb-node-1055,96000,393216,8,G2,1
1056,openb-node-1056,48000,376832,4,V100M32,1
1057,openb-node-1057,48000,376832,4,V100M32,1
1058,openb-node-1058,104000,524288,2,T4,1
1059,openb-node-1059,104000,524288,2,T4,1
1060,openb-node-1060,96000,393216,8,G2,1
1061,openb-node-1061,96000,393216,8,G2,1
1062,openb-node-1062,96000,524288,0,CPU-only,0
1063,openb-node-1063,32000,65536,0,CPU-only,0
1064,openb-node-1064,96000,393216,8,G2,1
1065,openb-node-1065,96000,393216,8,G2,1
1066,openb-node-1066,96000,393216,8,G2,1
1067,openb-node-1067,96000,393216,8,G2,1
1068,openb-node-1068,96000,393216,8,G2,1
1069,openb-node-1069,96000,393216,8,G2,1
1070,openb-node-1070,96000,393216,8,G2,1
1071,openb-node-1071,104000,524288,2,T4,1
1072,openb-node-1072,96000,393216,4,T4,1
1073,openb-node-1073,104000,524288,2,T4,1
1074,openb-node-1074,96000,393216,8,G2,1
1075,openb-node-1075,96000,393216,8,G2,1
1076,openb-node-1076,96000,393216,8,G2,1
1077,openb-node-1077,96000,393216,8,G2,1
1078,openb-node-1078,96000,393216,8,G2,1
1079,openb-node-1079,96000,393216,8,G2,1
1080,openb-node-1080,96000,393216,8,G2,1
1081,openb-node-1081,96000,393216,8,G2,1
1082,openb-node-1082,96000,393216,8,G2,1
1083,openb-node-1083,96000,393216,8,G2,1
1084,openb-node-1084,96000,393216,8,G2,1
1085,openb-node-1085,96000,393216,8,G2,1
1086,openb-node-1086,96000,393216,8,G2,1
1087,openb-node-1087,96000,786432,8,V100M32,1
1088,openb-node-1088,96000,393216,8,G2,1
1089,openb-node-1089,96000,393216,8,G2,1
1090,openb-node-1090,96000,393216,8,G2,1
1091,openb-node-1091,96000,393216,8,G2,1
1092,openb-node-1092,96000,393216,8,G2,1
1093,openb-node-1093,96000,393216,8,G2,1
1094,openb-node-1094,96000,393216,8,G2,1
1095,openb-node-1095,96000,393216,8,G2,1
1096,openb-node-1096,96000,393216,8,G2,1
1097,openb-node-1097,32000,131072,4,V100M16,1
1098,openb-node-1098,104000,524288,0,CPU-only,0
1099,openb-node-1099,96000,786432,8,V100M32,1
1100,openb-node-1100,96000,393216,8,G2,1
1101,openb-node-1101,96000,393216,8,G2,1
1102,openb-node-1102,96000,393216,8,G2,1
1103,openb-node-1103,96000,393216,8,G2,1
1104,openb-node-1104,96000,393216,8,G2,1
1105,openb-node-1105,96000,393216,8,G2,1
1106,openb-node-1106,96000,393216,8,G2,1
1107,openb-node-1107,96000,393216,8,G2,1
1108,openb-node-1108,96000,393216,8,G2,1
1109,openb-node-1109,128000,786432,8,G3,1
1110,openb-node-1110,16000,122880,2,P100,1
1111,openb-node-1111,96000,393216,8,G2,1
1112,openb-node-1112,96000,393216,8,G2,1
1113,openb-node-1113,96000,393216,8,G2,1
1114,openb-node-1114,96000,393216,8,G2,1
1115,openb-node-1115,96000,393216,8,G2,1
1116,openb-node-1116,104000,524288,2,T4,1
1117,openb-node-1117,96000,393216,4,T4,1
1118,openb-node-1118,96000,393216,8,G2,1
1119,openb-node-1119,32000,65536,0,CPU-only,0
1120,openb-node-1120,64000,262144,8,V100M16,1
1121,openb-node-1121,104000,524288,2,T4,1
1122,openb-node-1122,96000,524288,0,CPU-only,0
1123,openb-node-1123,96000,524288,0,CPU-only,0
1124,openb-node-1124,96000,393216,8,G2,1
1125,openb-node-1125,96000,393216,8,G2,1
1126,openb-node-1126,96000,393216,8,G2,1
1127,openb-node-1127,96000,393216,8,G2,1
1128,openb-node-1128,32000,131072,4,V100M16,1
1129,openb-node-1129,48000,376832,4,V100M32,1
1130,openb-node-1130,96000,393216,8,G2,1
1131,openb-node-1131,96000,393216,8,G2,1
1132,openb-node-1132,96000,393216,8,G2,1
1133,openb-node-1133,96000,393216,8,G2,1
1134,openb-node-1134,96000,393216,8,G2,1
1135,openb-node-1135,96000,393216,8,G2,1
1136,openb-node-1136,128000,786432,8,G3,1
1137,openb-node-1137,96000,393216,8,G2,1
1138,openb-node-1138,96000,393216,8,G2,1
1139,openb-node-1139,8000,32768,1,V100M16,1
1140,openb-node-1140,96000,393216,8,G2,1
1141,openb-node-1141,96000,393216,8,G2,1
1142,openb-node-1142,96000,393216,8,G2,1
1143,openb-node-1143,16000,122880,2,P100,1
1144,openb-node-1144,64000,262144,0,CPU-only,0
1145,openb-node-1145,96000,786432,8,V100M32,1
1146,openb-node-1146,16000,122880,2,P100,1
1147,openb-node-1147,16000,122880,2,P100,1
1148,openb-node-1148,16000,122880,2,P100,1
1149,openb-node-1149,104000,524288,2,T4,1
1150,openb-node-1150,104000,524288,2,T4,1
1151,openb-node-1151,104000,524288,2,T4,1
1152,openb-node-1152,104000,524288,2,T4,1
1153,openb-node-1153,104000,524288,2,T4,1
1154,openb-node-1154,104000,524288,2,T4,1
1155,openb-node-1155,104000,524288,2,T4,1
1156,openb-node-1156,104000,524288,2,T4,1
1157,openb-node-1157,104000,524288,2,T4,1
1158,openb-node-1158,104000,524288,2,T4,1
1159,openb-node-1159,104000,524288,2,T4,1
1160,openb-node-1160,104000,524288,2,T4,1
1161,openb-node-1161,104000,524288,2,T4,1
1162,openb-node-1162,104000,524288,2,T4,1
1163,openb-node-1163,96000,393216,8,G2,1
1164,openb-node-1164,96000,393216,8,G2,1
1165,openb-node-1165,104000,524288,2,T4,1
1166,openb-node-1166,104000,524288,2,T4,1
1167,openb-node-1167,96000,786432,8,V100M32,1
1168,openb-node-1168,96000,393216,8,G2,1
1169,openb-node-1169,32000,131072,4,V100M16,1
1170,openb-node-1170,96000,393216,8,G2,1
1171,openb-node-1171,96000,393216,8,G2,1
1172,openb-node-1172,96000,393216,8,G2,1
1173,openb-node-1173,96000,524288,0,CPU-only,0
1174,openb-node-1174,96000,393216,8,G2,1
1175,openb-node-1175,8000,32768,1,V100M16,1
1176,openb-node-1176,8000,32768,1,V100M16,1
1177,openb-node-1177,16000,122880,2,P100,1
1178,openb-node-1178,96000,393216,8,G2,1
1179,openb-node-1179,96000,393216,8,G2,1
1180,openb-node-1180,96000,393216,8,G2,1
1181,openb-node-1181,96000,393216,8,G2,1
1182,openb-node-1182,96000,393216,8,G2,1
1183,openb-node-1183,96000,393216,8,G2,1
1184,openb-node-1184,48000,376832,4,V100M32,1
1185,openb-node-1185,104000,524288,2,T4,1
1186,openb-node-1186,104000,524288,2,T4,1
1187,openb-node-1187,96000,393216,8,G2,1
1188,openb-node-1188,32000,131072,0,CPU-only,0
1189,openb-node-1189,32000,131072,0,CPU-only,0
1190,openb-node-1190,104000,524288,0,CPU-only,0
1191,openb-node-1191,96000,393216,4,T4,1
1192,openb-node-1192,96000,393216,8,G2,1
1193,openb-node-1193,96000,393216,8,G2,1
1194,openb-node-1194,96000,393216,8,G2,1
1195,openb-node-1195,96000,393216,8,G2,1
1196,openb-node-1196,16000,122880,2,P100,1
1197,openb-node-1197,96000,786432,8,V100M32,1
1198,openb-node-1198,96000,393216,8,G2,1
1199,openb-node-1199,96000,393216,8,G2,1
1200,openb-node-1200,96000,393216,8,G2,1
1201,openb-node-1201,96000,524288,0,CPU-only,0
1202,openb-node-1202,104000,524288,2,T4,1
1203,openb-node-1203,104000,524288,2,T4,1
1204,openb-node-1204,32000,131072,4,V100M16,1
1205,openb-node-1205,96000,524288,0,CPU-only,0
1206,openb-node-1206,128000,786432,8,G3,1
1207,openb-node-1207,96000,524288,0,CPU-only,0
1208,openb-node-1208,96000,524288,0,CPU-only,0
1209,openb-node-1209,96000,524288,0,CPU-only,0
1210,openb-node-1210,96000,393216,8,G2,1
1211,openb-node-1211,96000,393216,8,G2,1
1212,openb-node-1212,96000,393216,8,G2,1
1213,openb-node-1213,96000,393216,8,G2,1
1214,openb-node-1214,96000,393216,8,G2,1
1215,openb-node-1215,104000,524288,2,T4,1
1216,openb-node-1216,104000,524288,2,T4,1
1217,openb-node-1217,96000,393216,8,G2,1
1218,openb-node-1218,16000,122880,2,P100,1
1219,openb-node-1219,16000,122880,2,P100,1
1220,openb-node-1220,96000,393216,8,G2,1
1221,openb-node-1221,96000,786432,8,V100M32,1
1222,openb-node-1222,96000,393216,8,G2,1
1223,openb-node-1223,96000,393216,8,G2,1
1224,openb-node-1224,104000,196608,0,CPU-only,0
1225,openb-node-1225,48000,376832,4,V100M32,1
1226,openb-node-1226,32000,131072,4,V100M16,1
1227,openb-node-1227,32000,131072,0,CPU-only,0
1228,openb-node-1228,96000,393216,8,G2,1
1229,openb-node-1229,96000,393216,8,G2,1
1230,openb-node-1230,96000,393216,8,G2,1
1231,openb-node-1231,16000,122880,2,P100,1
1232,openb-node-1232,104000,524288,2,T4,1
1233,openb-node-1233,104000,524288,2,T4,1
1234,openb-node-1234,104000,524288,2,T4,1
1235,openb-node-1235,104000,524288,2,T4,1
1236,openb-node-1236,104000,524288,2,T4,1
1237,openb-node-1237,104000,524288,2,T4,1
1238,openb-node-1238,104000,524288,2,T4,1
1239,openb-node-1239,104000,524288,2,T4,1
1240,openb-node-1240,104000,524288,2,T4,1
1241,openb-node-1241,104000,524288,2,T4,1
1242,openb-node-1242,104000,524288,2,T4,1
1243,openb-node-1243,104000,524288,2,T4,1
1244,openb-node-1244,96000,393216,8,G2,1
1245,openb-node-1245,96000,393216,8,G2,1
1246,openb-node-1246,96000,393216,8,G2,1
1247,openb-node-1247,96000,524288,0,CPU-only,0
1248,openb-node-1248,96000,393216,8,G2,1
1249,openb-node-1249,96000,393216,8,G2,1
1250,openb-node-1250,96000,393216,8,G2,1
1251,openb-node-1251,96000,393216,8,G2,1
1252,openb-node-1252,96000,393216,8,G2,1
1253,openb-node-1253,104000,524288,2,T4,1
1254,openb-node-1254,16000,122880,2,P100,1
1255,openb-node-1255,32000,131072,0,CPU-only,0
1256,openb-node-1256,96000,393216,8,G2,1
1257,openb-node-1257,16000,122880,2,P100,1
1258,openb-node-1258,16000,122880,2,P100,1
1259,openb-node-1259,16000,122880,2,P100,1
1260,openb-node-1260,128000,786432,8,G3,1
1261,openb-node-1261,96000,393216,8,G2,1
1262,openb-node-1262,96000,393216,8,G2,1
1263,openb-node-1263,96000,393216,8,G2,1
1264,openb-node-1264,96000,393216,8,G2,1
1265,openb-node-1265,96000,393216,8,G2,1
1266,openb-node-1266,32000,65536,0,CPU-only,0
1267,openb-node-1267,96000,393216,8,G2,1
1268,openb-node-1268,128000,786432,8,G3,1
1269,openb-node-1269,128000,786432,8,G3,1
1270,openb-node-1270,16000,122880,2,P100,1
1271,openb-node-1271,96000,393216,8,G2,1
1272,openb-node-1272,96000,393216,8,G2,1
1273,openb-node-1273,96000,393216,8,G2,1
1274,openb-node-1274,96000,393216,8,G2,1
